0,1
COMMENTS,"""saprolite, ferruginous"""
Description,Saprolite/ferruginous
Description,"""Saprolite: ferruginous, altered clays"""
Description,Saprolite/ferruginous/brown mafic clays
COMMENTS,"""saprolite, ferruginous, +/- Cy"""
COMMENTS,"""saprolite, ferruginous, Cy"""
Description,Saprolite/ferruginous/light orange
COMMENTS,"""saprolite, ferruginous, nodular"""
Comments,saprolite + ferruginous nodules
Comment_2,saprolite ferruginous nodules qtz veined
Description,Saprolite/ferruginous/pisolitic
Comment_2,"""saprolite - ferruginous saprock, contaminated"""
Comments,"saprolite - ferruginous saprock, contaminated"
Description,Saprolite/ferruginous/some pisolites
COMMENTS,"""saprolite, ferruginous veinlets"""
Lith_Desc,Saprolite + ferrug layers
Comments,"saprolite-fg, foliated U"
Description,Saprolite= f/g qtz-schist
Comment_2,saprolite - fg sU
Comments,saprolite - fg ultramafic
Description,Saprolite: finely sericitic clays
Comment,"""saprolite flooded with silica, prob mafic parent, EOH."""
Lith_Desc,Saprolite  -  foliated
Lith_Desc,Saprolite (fP or Mv?) or Qac
description,SAPROLITE - GNEISS + 10% PQ.
comments,"saprolite, goethite cemented, dehydrated"
COMMENTS,saprolite-goethitic
COMMENTS,saprolite-granite?
COMMENTS,"""saprolite, gravels"""
Comments,"""saprolite, Hm veinlets"""
Lith_Desc,Saprolite - indurated
Comment_2,saprolite iron duricrust
Comment_2,saprolite-iron duricrust
Comments,saprolite iron nodular contam?
Comment_2,saprolite + ironstone nodules qtz veined
COMMENTS,Saprolite + laminated QV
COMMENTS,"""saprolite, laterite"""
Lith_Desc,Saprolite + laterite pisolites
COMMENTS,"""saprolite, lateritic"""
COMMENTS,"""saprolite, lateritic, +/- Cy, Lm on joints"""
Comments,"""saprolite, lateritised"""
Description,Saprolite/lateritised/pisolitic
Lith_Desc,Saprolite. (Lc) mostly
Description,Saprolite/light green/talcy clay
Description,Saprolite: lightly calcreted clays
Description,Saprolite/light yellow-brown clays
COMMENTS,"""saprolite, Lm on joints"""
Comments,saprolite mafic
COMMENTS,saprolite-mafic
Comments,Saprolite (mafic?)
COMMENTS,Saprolite mafic?
Comments,saprolite mafic and fr fgr mafic (metabasalt)
Description,Saprolite: mafic clays; unoxidised
Comments,Saprolite micaceous
Comments,saprolite+minor chert
Lith_Desc,Saprolite + minor fe chips
Description,Saprolite: minor ferricrete
Comments,SAPROLITE - MOSTLY CLAYS + LT BR/G/KH CLAYS
Description,Saprolite/mottled
Description,Saprolite: mottled clays
Description,Saprolite/mottled clays
Description,Saprolite: Mottled clays
Description,Saprolite: mottled clays;  calcreted
Description,Saprolite: mottled clays; heavily ferricreted
Description,Saprolite: mottled clays; indurated
Description,Saprolite: mottled clays; partially silcreted
Description,Saprolite: mottled clays with ferricrete nodules
Description,Saprolite: mottled clays with minor ferricrete nodules
Description,Saprolite/mottled/ferricreted
Description,Saprolite/mottled/ferruginous
Description,Saprolite/mottled/minor pisolites
Description,Saprolite/mottled pallid clays
Description,Saprolite/mottled/pisolitic
COMMENTS,Saprolite + muscovite bearing pegmatite
COMMENTS,Saprolite/nodular lat transition zone
Description,Saprolite (non-magnetic)
Comment,"""SAPROLITE, NO VIS TEXT,F/SPAR, EPIDOTE(GR MIN)"""
Comments,"SAPROLITE, NO VIS TEXT,F/SPAR, EPIDOTE(GR MIN)"
Comments,SAPROLITE OF MAFIC OR ULRAMAFIC. STRONGLY WEATHERED AND HIGHLY FERRIGINISED.
Description,Saprolite/olive-brown clays
Description,Saprolite/olive-brown clays/damp/puggy
Lith_Desc,Saprolite only?
Comment,"""Saprolite orange - yellow strongly weathered, clayey 'dacite'; weathered qtz vein at 44.5m possibly formerly fs-phyric below 52m 1.2m coreloss at base."""
Description,Saprolite/oxidised
Description,Saprolite: oxidised clays
Description,Saprolite/oxidised/pale yellow-brown clays
Description,Saprolite/oxidised/yellow-brown
Description,Saprolite/oxidised/yellow-brown clay
Description,Saprolite/oxidised/yellow-brown clays
Description,Saprolite/oxidised/yellow-brown talcy clay
Description,Saprolite/oxidised/yellow-brown talcy clays
Description,Saprolite/oxidised/yellow to orange clays
Description,"""Saprolite: pale altered clays, sericitic"""
Description,Saprolite: pale clays
Description,"""Saprolite: pale intensely altered clays, sericitic"""
Description,Saprolite; pallid
Description,Saprolite/pallid
Description,Saprolite/pallid/bleached/clay
Description,Saprolite: pallid clay
Description,Saprolite/pallid/clay
Description,Saprolite; pallid clays
Description,Saprolite: pallid clays
Description,Saprolite: pallid clays; altered
Description,Saprolite: pallid clays; calcreted
Description,"""Saprolite: pallid clays, finely sericitic"""
Description,Saprolite/pallid clays/possibly weathered felsics
Description,Saprolite: pallid clays; very wet
Description,Saprolite: pallid clays; wet from water injection
Description,Saprolite/pallid/damp/puggy
Description,Saprolite/pallid/greenish
Description,Saprolite/pallid/greenish talcy clay
Description,Saprolite/pallid/l. olive
Description,Saprolite/pallid/l.olive-grey
Description,Saprolite/pallid silt
Description,Saprolite/pallid/white
Description,Saprolite/pallid/white clay
Description,Saprolite/pallid white clays
Description,Saprolite/pallid/white clays
Description,Saprolite/partly oxidised mafic clays
Description,Saprolite/partly oxidised/pale yellow clays
Description,Saprolite/partly oxidised/pallid clays
Description,Saprolite/partly oxidised/pallid mafic clays
Comment_2,saprolite-pisolithic iron duricrust
Description,Saprolite/ plasmic zone
COMMENTS,SAPROLITE PRIMARY ROCK
comments,"""saprolite, probably mafic equigranular dolerite originally"""
Comments,saprolite qtz eined minor ironstone
Drill_Log_Description,"""saprolite rock after ultramafic featuring silcrete (white, opaque) and opaline qz bands/layers"""
comments,Saprolite rock is foliated and leached before it was oxidised
Comment,Saprolite (Rsp) after ultramafics (Au); light brown clays (Ocy) with moderate mag susc (~12.0)
Comment,"Saprolite (Rsp) after ultramafics (Au); red brown clays with low mag susc (~0.6), pyroxenite? "
Comment,Saprolite (Rsp) after ultramafics (Au); yellow brown clays with low mag susc (~0.6)
Lith_Desc,Saprolites
Comments,Saprolite > sap rock
Lith_Desc,SAPROLITE & SAPROCK AFTER VERY COARSE GRAINED
Comments,Saprolite - saprock zones
Comments,"""saprolite, SB or lateritic ultramafic!"""
Lith_Desc,Saprolite seems more coherent and less clayey
COMMENTS,"""saprolite, silcrete, quartz"""
COMMENTS,"""saprolite, siliceous"""
COMMENTS,"""saprolite, siliceous, +/- ferruginous"""
COMMENTS,"""saprolite, siliceous, ferruginous"""
COMMENTS,"""saprolite, silicified"""
Lith_Desc,Saprolite silicified
COMMENTS,"""saprolite, silicified, Cy"""
COMMENTS,"""saprolite, silicified, Cy, ferruginous veinlets"""
COMMENTS,"""saprolite, silicified, +/- ferruginous veinlets"""
Description,Saprolite/silicified/light brown/hard
Lith_Desc,saprolite silt??
Lith_Desc,Saprolite - sl. damp
Description,Saprolite- slightly mag. Fe laterite
Lith_Desc,Saprolite sl. Indurated
Comment_2,saprolite (smectite) clays
Comment_2,saprolite smectite clays
Comment_2,"""saprolite (smectite) clays, contaminated"""
Comments,"saprolite (smectite) clays, contaminated"
Lith_Desc,Saprolites + minor ferrug
COMMENTS,SAPROLITE SOIL NO CHIPS
Lith_Desc,Saprolites  - sl. Damp
Comments,saprolite strong contamination
Comment_2,saprolite? strong contamination
Comments,Saprolite strongly oxidised
Lith_Desc,Saprolite then hard Bif and chert
Lith_Desc,Saprolite + tr qtz
Comments,saprolite-ultramafic?
Comments,saprolite-ultramafic schist
Description,Saprolite: undifferentiated clay
Description,Saprolite; undifferentiated clays
Description,Saprolite: undifferentiated clays
Description,Saprolite: undifferentiated clays; alteration colouring
Description,"""Saprolite: undifferentiated clays; damp, sticky"""
Description,Saprolite: undifferentiated clays; indurated
Description,Saprolite: undifferentiated clays; minor ferricrete nodules
Description,Saprolite: undifferentiated damp clays
Description,Saprolite: undifferentiated wet clays
Description,Saprolite: undifferentiated wet clays; poor samples
Description,Saprolite; unfifferentiated clays
Description,Saprolite/unoxidised
Description,Saprolite/unoxidised/brown mafic clays
Description,Saprolite; unoxidised clays
Description,Saprolite: unoxidised clays
Description,Saprolite/unoxidised/green-grey mafic clay
Description,Saprolite/unoxidised/light olive
Description,Saprolite/unoxidised mafic clay
Description,Saprolite/unoxidised mafic clays
Description,Saprolite/unoxidised/olive-brown clays
Description,Saprolite/unoxidised/olive clays
Description,Saprolite/unoxidised/olive-green mafic clays
Comments,saprolite vw U
Comment,"""Saprolite weathered oxidised locally clayey  dacite """" ?"""""""
Description,Saprolite weathered to CW-BRL clays
Description,Saprolite: wet clays; no return
Description,Saprolite: wet clays; poor return
Description,"""Saprolite: Wet clays; small, poor sample"""
Description,"""Saprolite: Wet clays; small, poor samples"""
Description,"""Saprolite: Wet clays; small, poor samples; contaminated"""
COMMENTS,Saprolite with minor Fe mottling
Lith_Desc,Saprolite with much mica
Comments,saprolitic
Comments,Saprolitic
Comments,SAPROLITIC
Lith_Desc,Saprolitic - all powder
COMMENTS,saprolitic basalt
Comments,Saprolitic basalt
Comment,saprolitic basaltic dolerite
Comment_2,SAPROLITIC BLUE/GREY PUGGY CLAY
Comment_2,SAPROLITIC BLUE/GREY PUGGY CLAYS
Comments,saprolitic clay
Comment,saprolitic clay.
Comments,Saprolitic clay
Comments,Saprolitic Clay
COMMENTS,SAPROLITIC CLAY
Comments,saprolitic clay after dolerite
Comments,saprolitic clay after leucogabbro(?) / IV
Comments,Saprolitic clay after ultramafic
Comments,saprolitic clay + calcrete
Comment_2,saprolitic clay + calcrete pods
Comment_2,saprolitic clay chips
Comments,"saprolitic clay chips, lineated, weathered felsic gneiss"
Lith_Desc,saprolitic clay (damp)
Lith_Desc,"saprolitic clay,(damp)"
Comment,SAPROLITIC CLAY (EX U)
Lith_Desc,saprolitic clay+ferruginous
Comments,saprolitic clay+ferruginous nodules
Lith_Desc,saprolitic clay limonitic
Comments,"""saprolitic clay, minor qtz"""
Comments,"saprolitic clay, minor qtz"
Comments,saprolitic clay pieces
Comments,saprolitic clay possibly after gabbro
Comments,saprolitic clays
COMMENTS,saprolitic clays?
Comment,saprolitic clays.
Lith_Desc,Saprolitic clays
Comments,Saprolitic clays.
description, SAPROLITIC CLAYS  
Comment_2,SAPROLITIC CLAYS
description,SAPROLITIC CLAYS`
Comments,Saprolitic clays after schists.
Comments,Saprolitic clays after sst
Comment_2,saprolitic clays after ultramafic
Comments,saprolitic clays after ultramafic?
Comments,Saprolitic clays after ultramafics.
Comment_2,SAPROLITIC CLAYS AND ALTERED CGN MAFIC
Comments,Saprolitic clays and minor schists.
Comment,"""saprolitic clays, bn to l pl."""
Lith_Desc,saprolitic clays brown
Comment_2,saprolitic clays + calcrete pods
Comment_2,"""saprolitic clays, contaminated"""
Comments,"saprolitic clays, contaminated"
Lith_Desc,saprolitic clays cream
COMMENTS,SAPROLITIC CLAYS (EX U)
COMMENTS,SAPROLITIC CLAYS (EX U) + IR
Lith_Desc,Saprolitic clays + foliated chips
Comment,saprolitic clays.  gn to bn col.
Lith_Desc,saprolitic clays grey cream
Comments,saprolitic clays kaolinised?
Comment,"""saprolitic clays, l gn col."""
Lith_Desc,saprolitic clays mauve
Comment_2,saprolitic clays + minor calcrete
Comment_2,"""saprolitic clays + minor calcrete,pis,contam"""
Comments,"saprolitic clays + minor calcrete,pis,contam"
Comments,"Saprolitic clays, minor fine grained ferruginous chips"
Lith_Desc,Saprolitic clays Mottled zone
Comment,"""saprolitic clays, o, r, c col."""
Comment,"""saprolitic clays, pl and some c col clay."""
Comment,"""saprolitic clays, r col fgn, fow."""
Comments,saprolitic clays - some metasediment
Comment_2,saprolitic clays to biotite schist
Comment_2,saprolitic clays to black shale
Comment_2,saprolitic clays to chlorite-sericite schist
Comments,saprolitic clays to fine grained metasediment
Comment_2,SAPROLITIC CLAYS TO HIGHLY ALTERED MAFICS
Comment_2,saprolitic clays to mafic schist
Comment_2,saprolitic clays to medium grained metasediment
Comments,"""saprolitic clays to medium grained, moderately foliated mafic"""
Comments,saprolitic clays to metasediment
Comment_2,saprolitic clays to metasediments
Comment_2,saprolitic clays to pelitic schist
Comment_2,saprolitic clays to pelitic sheared sediments
Comments,saprolitic clays to saprock
Comment_2,saprolitic clays to schist
Comment_2,saprolitic clays to sheared mafic
Comments,saprolitic clays to sheared mafic?
Comment_2,saprolitic clays to sheared metasediments
Comment_2,saprolitic clays to sheared saprock
Comment_2,saprolitic clays to siltstone
Comment_2,saprolitic clays to sulphidic schist
Comments,saprolitic clays to talc-chlorite schist
Comments,saprolitic clays to weathered mafic
Comments,saprolitic clays to weathered mafics
Comments,saprolitic clays to weathered mafic schist
Comment_2,saprolitic clays to weathered sheared mafic
Comment,SAPROLITIC CLAYS = U
Comment_2,"""saprolitic clays, ve mafics?"""
Comments,"saprolitic clays, ve mafics?"
Comment_2,"""saprolitic clays, weakly mottled"""
Comments,"saprolitic clays, weakly mottled"
Comments,saprolitic clays weak mottling
Lith_Desc,Saprolitic clays with 10% haem nodules
Comment_2,SAPROLITIC CLAYS WITH BANDED CHERT & VN QZ
Comments,saprolitic clays with chert & ironstone fragments
Comment_2,SAPROLITIC CLAYS WITH FRAGMENTS OF REMARKABLY FRESH MGN
Comment_2,saprolitic clays with green chert & vn qtz
Comments,saprolitic clays with ironstone bands
Comment_2,SAPROLITIC CLAYS WITH IRONSTONE FRAGS
Comment_2,saprolitic clays with ironstone & vein qtz
Comment,"""saprolitic clays with minor banded chert fragments, EOH."""
Comments,"saprolitic clays with minor banded chert fragments, EOH."
Comments,saprolitic clays with relict doleritic texture evident
Comments,saprolitic clays with remnant medium grained massive doleritic aspect evident
Comment_2,saprolitic clays with silcrete
Comments,saprolitic clays with silcrete/calcrete
Comment_2,SAPROLITIC CLAYS WITH SOME IRONSTONE FRAGS
Comment,SAPROLITIC CLAYS WITH TALCOSE MATERIAL
Comment,SAPROLITIC CLAYS/WTH UMAFIC?
Comments,saprolitic clay to biotite schist
Comment_2,saprolitic clay to fine grained mafic
Comment_2,saprolitic clay to fresh basalt
Comment_2,saprolitic clay to mafic
Comment_2,saprolitic clay to metasediments
Comment_2,saprolitic clay to saprock
Comments,saprolitic clay to siltstone
Comments,saprolitic clay to weathered mafic
Comment_2,SAPROLITIC CLAY TO WEATHERED MAFIC
Comment_2,saprolitic clay to weathered mafic schist
Comments,saprolitic clay to weathered moderately foliated mafic
Comment_2,saprolitic clay to werathered mafic schist
Comments,saprolitic clay+weakly developed Fe-pis duricrust
Comment_2,"""saprolitic clay? weakly mottled, contaminated"""
Comments,"saprolitic clay? weakly mottled, contaminated"
Lith_Desc,saprolitic clay(wet)
Lith_Desc,Saprolitic clay with 10% Mn chert
Lith_Desc,Saprolitic clay with br hm nodules
Comment_2,SAPROLITIC CLAY WITH FRESH MAFIC & CALCRETE FRAGS
Comments,"saprolitic clay with massive, equigranular spotted remnant texture evident"
COMMENTS,saprolitic clay with rare mafic chips
Comments,SAPROLITIC DOLERITE
Comments,saprolitic duricrust
Comment_2,SAPROLITIC DYKE?
Comment_2,SAPROLITIC DYKE? + SILICIFICATION/ALTN.
Comments,saprolitic fg chips
Lith_Desc,Saprolitic Fta or could be very altered Mb
Lith_Desc,Saprolitic ?gabbro
Comments,saprolitic granite basement
Comments,Saprolitic hangingwall.
Comments,"""saprolitic hem, kaol and goe ex mafic?"""
Comments,saprolitic induarted duricrust
Comments,saprolitic kaol and goe clays and frags
Comment,saprolitic mafic
Comments,Saprolitic mafic intrusive.
COMMENTS,saprolitic mafics
Comments,saprolitic mafic schist
Comments,saprolitic mafic schit
Lith_Desc,Saprolitic Mb?
description,"""SAPROLITIC,MICACEOUS, QZ/MI GNEISS + SANDY CLAYS."""
Lith_Desc,Saprolitic +Mn +Lcp
Lith_Desc,"Saprolitic +Mn +Lcp, clayey"
Lith_Desc,"Saprolitic +Mn +Lcp , micaceous to 21m"
Comments,Saprolitic pelite.
Comments,saprolitic pelite/shale
description,SAPROLITIC PFQ.
description,"""SAPROLITIC, QZ/MI GNEISS + D BR SANDY CLAY."""
COMMENTS,saprolitic schist
Comment_2,SAPROLITIC SCI/SIF?
Comments,Saprolitic sediments??
Comments,Saprolitic sediments.
Lith_Desc,Saprolitic ?sediment with few qtz veins or
Comment_2,SAPROLITIC SHALE + CLAY.
Lith_Desc,saprolitic slay
Lith_Desc,saprolitic slay (ws)
Comments,saprolitic smectite clays
Comment_2,"""saprolitic smectite clays, ferruginous"""
Comments,"saprolitic smectite clays, ferruginous"
Comment_2,"""saprolitic,smectite clays+ferruginous nodules"""
Comments,"saprolitic,smectite clays+ferruginous nodules"
Lith_Desc,?Saprolitic St
Comments,"""saprolitic, str wx"""
Comment_2,saprolitic ta-cl schist with goethite ex-pyrite spotting?
Lith_Desc,Saprolitic to 20m
Lith_Desc,Saprolitic to 20m. Could be Fta
COMMENTS,saprolitic ultramafic
Comments,Saprolitic ultramafic
COMMENTS,Saprolitic ultramafic rock
Comments,SAPROLITIC UMAFIC
Comments,SAPROLITIC UMAFIC CLAYS
Comments,saprolitic umf
Comment_2,saprolitic umf with poss ex-ol phenocrysts
description,"""SAPROLITIE,MICACEOUS, QZ/MI GNEISS + SANDY CLAYS."""
Comments,saprol schist/gneiss
PRIM_DESCP,SAP(RP)
PRIM_DESCP,SAP(RW)
Comments,sap sediments
Lith_Desc,Sap sSt.
Comments,SAP TALC CHL SCHIST
Comment,SAP TALC-CHL UMAFIC
COMMENTS,Sap? Tan
PRIM_DESCP,SAP TC SCHIST
Comment,sap to sap clay-mafic volc.
PRIM_DESCP,sapu
Comment,Sap/Ultr?
PRIM_DESCP,SAPUM
Comment_2,sap umsh
PRIM_DESCP,SAP(W)
PRIM_DESCP,SAP(WB)
PRIM_DESCP,SAP(WR)
PRIM_DESCP,SAP(WY)
PRIM_DESCP,sapy
PRIM_DESCP,Sapy
PRIM_DESCP,SAPY
PRIM_DESCP,SAP(Y)
PRIM_DESCP,SAP(YB)
PRIM_DESCP,SAP(YR)
PRIM_DESCP,SAP(YW)
Desc21,sar
Comments,SA-SR clasts of Hem & H-G in a softer red clay matrix. Some matrix recovered  at end of run. 
Comments,SA/SR mainly Go with 10% Hem frags. Contact towards end of metre
Comments,SA-SR PISOLITE DETRITALS
description,SAUSAGE SHAPED TERTIARY CLAYS.
Comment_2,sauss altered clay sap
Comments,"sauss altered clay sap, ex-mafic"
Comment_2,sauss altered feldspars
Comments,"sauss altered feldspars,msch sap"
Comment,sauss altered mafic sap clay
Comment,sauss altered mafic saprock
Comment_2,saussurite altered feldspars
Comments,"saussurite altered feldspars, micaceous, mafic schist"
Comment_2,saussurite altered sap
Comments,"""saussurite altered waxy mafic sap, strongly foliated"""
Comment_2,saussurite altn of feldspars
Comments,"saussurite altn of feldspars, mod foliated, med-coarse grained GNS or granite, oxidised"
Comments,"""SB float, nodular pisolite"""
Comment,S.BLEACED SE-SI ALT UMAFIC/MN LESS ALT SAPROCK
Comments,SB rich bands
Comment,"""sbs, bl fgn fow, some r col ssm."""
Comment,"""sbs, fol stg w abd qtz vn, st/ds py."""
Comment,"sbs, fol stg w abd qtz vn, st/ds py."
Comment_2,SBS + INTERBEDS OF W CHERT. EOH.
Comment,"""sbs, lgy to gn and bl col, fom.  qz vn var. s from 70m"""
COMMENTS,"SBS/SSL=TMPH, WHOLE HOLE FOOTWALL SEDS, EOH."
Comment,sbs with abd qz vn.  some qz vn with chloritic  altn
Comment,SBS with abundant qz/cb vnlt's.
Comment,SBS with graded intbds of SSL.
Gen_Desc1,SBX
Lith_Desc,Sc
Comment,SC3 SC2 transitional contact
Comment,"""sc4 Dac, but over 60% is quartz veins and the rock is highly SI altered. Silica Rubble"""
Comment,SC4 ROCK.
Comments,Scangan and float material.
Comments,scanty sample due to high water flow
Comment,"""Scattered fine to coarse clastic qtz grains, fewer below 1165; strongly chloritic zones below 1165m"""
Comment,Scattered granule to small pb clasts silicified
Comment,"""scattered large qtz eyes, siliceous gmass, bx towards base"""
Comment,Scattered large qz phenocrysts
Comment,Scattered pale beige to grey felsic clasts ( wide range of sizes below 60mm ) in fs - rich g'mass - possibly clasts in dacite?
Comment,"""Scattered qtz phenos in fg - ing dac; seritic upper, more chloritic lower part. Minor zones brittle bx near base."""
Comment,scattered quartz-carbonate veining
Comment,"""scattered quartz phenocrysts up to 5mm, fels-phyric towards base"""
Comment,"""Scattered rounded pale felsic clasts, matrix supported, in matrix of sericitic material including fs; chlorite highlights foliation; minor patchy carbonate."""
Comment,Scattered rounded qz phenocrysts increase in size to 6mm at lower contact of RHD with slst
Comments,scbchl in sh
Gen_Desc2,SCEM
Lith_Desc,s/ cemented
Desc14,scf
Gen_Desc1,SCF
comments,"""SCF cont significant jasperlitic material ~20% plus 5% py, 5% qtz, rest mt"""
Comments,SCF fragments  ?
comments,"""SCF is massive, cannot see any laminations within the chips"""
comments,"""scf is the mixed unit, traces of pyrite in basalt too"""
comments,SCF is very py rich
comments,scf magnetic
Comments,SCF maybe?
comments,SCF strongly magnetic
comments,SCF very pyritic
Desc11,sch
Comment,"""SCH chloritic, hematitic"""
Comments,"""sche 26-38 m, stronger in 33-35m, BOCO 15 m"""
COMMENTS,scheared ultramafic
Comments, scheelite ??
COMMENTS,Scheelite
Lith_Desc,"sch.fabr.,y.br.fe.zones"
Comment,"""SCH FRAGS, EX PYRITE? FRAGS"""
Comment,"""SCH hematitic, silicified"""
Lith_Desc,schisose Um bt-ch-hm-py.
Lith_Desc,schist
Comments,(+ schist)
Comments,Schist
Comments,Schist 
Lith_Desc,SCHIST
COMMENTS,SCHIST?
comments,"schist, after Abm,Au????"
Lith_Desc,schist after Mb
Lith_Desc,Schist becoming fresh basalt?
comments,"""schist chloritic allteration, silica replacement minor jasper"""
Comment,"""Schist clayey, sericitic"""
Comment,Schist ferruginous
Comments,schist fragments
Comments,schist fragments  
Comments,schist fragments 3-4 cm in dark brown silt/clay
Comments,schist frag's and pieces of slate (?)
Comments,schist frag's are shiney grey/silver
Comments,"""schist frag's are shiney grey/silver, khaki brown"""
comments,"schist, goethitic"
Comment,Schist hematitic
Comments,"""Schist hematitic, clay"""
Comments,"""Schist hematitic, dolerite dyke"""
Comments,"""Schist hematitic manganiferous, clay"""
Comments,"""Schist hematitic manganiferous, Quartz vein"""
Comments,"""Schist hematitic, quartz vein"""
Comments,Schist interbedded with some ferruginous material.
Comments,schist is greenish with a common red colouration
Comment,Schist kaolinitic
Comment,Schist kaolonitic
comments,"schist, less deformed, Abm???"
Comment,Schist limonitic
Description,Schist/meta-basic rock
Lith_Desc,schistose
Comments,schistose?
Comment,Schistose
Lith_Desc,SCHISTOSE
Comment,SCHISTOSE?
Comments,"schistose, 2% diss py"
Comments,"schistose, 30% recovery"
Comments,"""schistose, act-chl-py"""
Lith_Desc,"""Schistose basalt, high silica chlorite alteration which is accompanied by nice sulfides"""
Lith_Desc,Schistose Basaltic
Lith_Desc,"""Schistose basalt, incrase in biotite mineralogy, chalcopyrite associate with epidote silica veining, increase in chlorite alteration."""
Comments,schistose? Biotite qtz saprock
Lith_Desc,schistose blade refusal
Comments,schistose chips
Lith_Desc,Schistose clays
Comments,schistose crb? And strongly silicified
Comments,"""schistose crb? And strongly silicified in places, sheared"""
Comments,"schistose, cruddy"
Comments,"""Schistosed, minor Bic"""
Description,Schistose fabric
Comments,SCHISTOSE FGN META SEDIMENT? - EOH
Lith_Desc,Schistose/ foliated
Lith_Desc,schistose foliation
Lith_Desc,Schistose fragments
Lith_Desc,"Schistose fragments,m/fg mafic"
Comments,Schistose/ greasy
Comments,schistose green chips
Comments,"schistose, hard, no talc, strongly ferruginized"
Lith_Desc,"Schistose, hit bedrock"
Comment,Schistose ig.texture in Lc
Lith_Desc,schistose-increasingdown
comments,Schistose in places
Comments,"schistose, locally shiney"
Lith_Desc,SCHISTOSE MAFIC
Comments,schistose mafic rock
Comments,schistose mafic volcanic
Lith_Desc,Schistose mafic volcanic
Lith_Desc,Schistose med gr.mafic.volcan.
Lith_Desc,"Schistose med gr, maf.volc.Fdi"
Lith_Desc,?Schistose meta sed
Lith_Desc,?Schistose meta sed + mn
Lith_Desc,Schistose metavolcanic?
Lith_Desc,Schistose metavolc.(mafic)
Comment,"""Schistose,  partially ferruginized MBA"""
Lith_Desc,schistose qtzite
Lith_Desc,schistose saprolite
Comments,SCHISTOSE SAPROLITE PROBABLY MSS
comments,schistose shale
comments,Schistose (sheared) in upper 1m
Lith_Desc,schistose silicified meta-basalt
Comments,"schistose, slightly talcose"
Lith_Desc,Schistose talc
Comments,"schistose talc rich , sheared"
Lith_Desc,schistose talc-ultramafic
Lith_Desc,schistose texture
Lith_Comment,Schistose texture
Lith_Comment,Schistose texture.
Lith_Comment,Schistose textured mafic with some epidote veining.
Lith_Desc,"schistose texture, micas"
Lith_Desc,schistose trachy- andesite
COMMENTS,Schistose ultramafic
Lith_Desc,Schistose UM
description,SCHISTOSE U? MINOR TALC + MUSCOVITE.
Lith_Desc,"Schistose,UM parent"
Lith_Desc,Schistose UM    shist
Lith_Desc,Schistose Um -TcActTrSt
Comments,Schistose Um -TcActTrSt   (Colour):  dkkhgn
Comments,Schistose unit - sheared ??
Lith_Desc,schistose Utc
Lith_Desc,Schistose Utc
Comments,"""schistose, weakly silicified"""
Comments,Schistose with minor Qz 8-9m
Comments,schistose with talc
Comments,"schistose, wk Fe st"
Lith_Desc,"Schistose(Xbi),UM parent"
Comments,schistose zone in mafics
Comments,schistosity vertical dip
Lith_Desc,schistox clay
Lith_Desc,Schist - ?oxidised foliated basalt
Comment,Schist quartz-sericite
Comments,Schist Quartz vein
Comments,SCHIST ROD CHANGE
Comment,schist sap
Comment,schist sap + cherty quartz
Comments,Schist sericitic
Comment,"""Schist sericitic, talcose"""
Comments,Schist serictic
Lith_Desc,Schist(shale?)
Lith_Desc,Schist(shale?)sulphides
description, SCHIST SLIGHTLY   
Comments,"""schist, slightly weathered"""
Comments,"schist, slightly weathered"
Comment_2,SCHIST. SOME BXX.
Lith_Desc,schist sulphides
Lith_Desc,schist tex
Lith_Desc,schist to 40 mtrs
Lith_Desc,Schist-U/M-Qtz-gr/opague(smgr)
code description.,schist undiff.
Comments,Schist vein quartz
Lith_Desc,schist w/ crenulated clvg
Comment_2,schist with abdt chert & recrystalized vein qtz
Comment_2,schist with abdt vn qtz
Comment,schist with minor QZ and ferruginous material
comments,Schist with pyrite
Comments,schist with some sugary vein quartz
Comment_2,schist with sulphides
Comments,schisty seds with ser
Comments,SCH OR VQZ?
Desc13,schs
Desc12,SCHS
Comments,"""Schsit hematitic, clay"""
Desc11,scht
Lith_Desc,"sch.text,some fe.crete"
Comment,"""sci, bnd, fgn, bcc also.  his also s/c close to baseline."""
Comments,SCI = CHERTY IR
COMMENTS,SCI CONTAMINATION? - EOH
COMMENTS,SCI IS FINELY BND
Comment_2,SCI/SIF
Comment_2,SCI/SIF - BANDED CHERTS.
Comment,scistosity increasing downhole
Lith_Desc,"s,cl,(qz pebbles @ base)"
Lith_Desc,"s,cl(transported)"
Desc13,scns
description, SCO O/C AT        
description, SCO (QTZ CLASTS)  
Comment,Scoured lower contact by occasional lava blobs
comments,"""SCO very py-rich, high in chlorite."""
Comments,scq; magnetit /qtz/pyrite
comments,scree
Comments,scree and powdery clay
comments,scree and soil
comments,scree and soil.
COMMENTS,scree+clays
Comment,Scree/fill
COMMENTS,scree+mafic saprolite
COMMENTS,scree+ minor saprock
Comment,Scree?  or SHL
Comment,SCREE / PIS /CY
Comments,"scree, pisolites"
comments,scree present
Comments,scree+residual clays
Comments,scree+saprock
COMMENTS,screes+gravels
comments,"""scree, soil and silcrete"""
Comments,"scree, soil, pisolites"
COMMENTS,scree/tallis
COMMENTS,scree+tallis
Lith_Desc,S/c-some br Qe
PRIM_DESCP,Sct
Lith_Desc,Sct may be result of si
Primary_Description,Sct/Msc
PRIM_DESCP,Sct/Ocy
