Company_ID,CollarID,Fromdepth,Todepth,Comapny_Lithocode,Company_Lithology,CET_Lithology,Score,
141,993859,69,70.0,Ncl,Clay loams and Clay,mud,101,
141,993857,57,58.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,119,120.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,119,120.0,Ncl,Clay loams and Clay,mud,101,
141,993859,22,23.0,Nnd,Sand,bioclastic,101,
141,1399612,52,53.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,52,53.0,Ncl,Clay loams and Clay,mud,101,
141,993859,22,23.0,Nnd,Sand,bioclastic,101,
141,1399614,27,28.0,Nnd,Sand,bioclastic,101,
141,1399614,27,28.0,Nnd,Sand,bioclastic,101,
141,1399613,98,99.0,Ng,Gravel,gravel,101,
141,993859,79,80.0,Ncl,Clay loams and Clay,mud,101,
141,993859,79,80.0,Ncl,Clay loams and Clay,mud,101,
141,993860,53,54.0,Ncl,Clay loams and Clay,mud,101,
141,993860,53,54.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,98,99.0,Ng,Gravel,gravel,101,
141,993857,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,31,32.0,Nnd,Sand,bioclastic,101,
141,1399612,31,32.0,Nnd,Sand,bioclastic,101,
141,993857,163,164.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993857,163,164.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399613,122,123.0,Sd,Dolomite,dolostone,100,
141,1399613,122,123.0,Sd,Dolomite,dolostone,100,
141,993857,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,993859,98,99.0,Ncl,Clay loams and Clay,mud,101,
141,993859,98,99.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,22,23.0,Nnd,Sand,bioclastic,101,
141,993860,176,177.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,176,177.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399616,20,21.0,Nnd,Sand,bioclastic,101,
141,1399616,20,21.0,Nnd,Sand,bioclastic,101,
141,1399615,22,23.0,Nnd,Sand,bioclastic,101,
141,1399612,166,167.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993858,6,7.0,Nnd,Sand,bioclastic,101,
141,993858,6,7.0,Nnd,Sand,bioclastic,101,
141,1399612,47,48.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,47,48.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,166,167.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993861,27,28.0,Nnd,Sand,bioclastic,101,
141,1399612,57,58.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,57,58.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,40,41.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,40,41.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,2,3.0,Nnd,Sand,bioclastic,101,
141,1399615,2,3.0,Nnd,Sand,bioclastic,101,
141,993861,27,28.0,Nnd,Sand,bioclastic,101,
141,1399615,21,22.0,Nnd,Sand,bioclastic,101,
141,1399615,21,22.0,Nnd,Sand,bioclastic,101,
141,1399613,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,72,73.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,72,73.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,44,45.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,44,45.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,993858,46,47.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,59,60.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,59,60.0,Ncl,Clay loams and Clay,mud,101,
141,993858,46,47.0,Ncl,Clay loams and Clay,mud,101,
141,993860,105,106.0,Ncl,Clay loams and Clay,mud,101,
141,993859,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,993859,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,993860,16,17.0,Nnd,Sand,bioclastic,101,
141,993860,16,17.0,Nnd,Sand,bioclastic,101,
141,1399615,156,157.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,156,157.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399613,22,23.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,22,23.0,Ncl,Clay loams and Clay,mud,101,
141,993860,105,106.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,142,143.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,142,143.0,Shcc,Carbonaceous shale,mudstone,101,
141,993861,30,31.0,Nnd,Sand,bioclastic,101,
141,1399615,167,168.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,167,168.0,Shcc,Carbonaceous shale,mudstone,101,
141,993861,30,31.0,Nnd,Sand,bioclastic,101,
141,1399612,176,177.0,Sd,Dolomite,dolostone,100,
141,1399612,176,177.0,Sd,Dolomite,dolostone,100,
141,1399614,109,110.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,109,110.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,32,33.0,Nnd,Sand,bioclastic,101,
141,1399615,32,33.0,Nnd,Sand,bioclastic,101,
141,993861,23,24.0,Nnd,Sand,bioclastic,101,
141,993861,23,24.0,Nnd,Sand,bioclastic,101,
141,1399613,94,95.0,Ng,Gravel,gravel,101,
141,1399613,94,95.0,Ng,Gravel,gravel,101,
141,1399615,131,132.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,131,132.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,188,189.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,188,189.0,Shcc,Carbonaceous shale,mudstone,101,
141,993861,53,54.0,Ncl,Clay loams and Clay,mud,101,
141,993861,94,95.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,993861,94,95.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,1399614,0,1.0,Nnd,Sand,bioclastic,101,
141,1399614,0,1.0,Nnd,Sand,bioclastic,101,
141,993861,53,54.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,8,9.0,Nnd,Sand,bioclastic,101,
141,1399614,8,9.0,Nnd,Sand,bioclastic,101,
141,993857,8,9.0,Nnd,Sand,bioclastic,101,
141,993859,109,110.0,Ncl,Clay loams and Clay,mud,101,
141,993859,109,110.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,29,30.0,Nnd,Sand,bioclastic,101,
141,1399612,29,30.0,Nnd,Sand,bioclastic,101,
141,1399613,61,62.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,61,62.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,21,22.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,21,22.0,Ncl,Clay loams and Clay,mud,101,
141,993857,8,9.0,Nnd,Sand,bioclastic,101,
141,993861,11,12.0,Nnd,Sand,bioclastic,101,
141,993861,11,12.0,Nnd,Sand,bioclastic,101,
141,1399612,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,1399616,28,29.0,Nnd,Sand,bioclastic,101,
141,1399616,28,29.0,Nnd,Sand,bioclastic,101,
141,1399613,90,91.0,Ncl,Clay loams and Clay,mud,101,
141,993861,71,72.0,Ng,Gravel,gravel,101,
141,993861,71,72.0,Ng,Gravel,gravel,101,
141,1399613,90,91.0,Ncl,Clay loams and Clay,mud,101,
141,993858,141,142.0,Sd,Dolomite,dolostone,100,
141,993857,29,30.0,Nnd,Sand,bioclastic,101,
141,993857,29,30.0,Nnd,Sand,bioclastic,101,
141,993857,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,993857,81,82.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,146,147.0,Sd,Dolomite,dolostone,100,
141,1399613,146,147.0,Sd,Dolomite,dolostone,100,
141,993861,82,83.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,993861,82,83.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,1399612,20,21.0,Nnd,Sand,bioclastic,101,
141,1399612,20,21.0,Nnd,Sand,bioclastic,101,
141,1399612,37,38.0,Nnd,Sand,bioclastic,101,
141,1399612,37,38.0,Nnd,Sand,bioclastic,101,
141,993858,141,142.0,Sd,Dolomite,dolostone,100,
141,1399612,68,69.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,68,69.0,Ncl,Clay loams and Clay,mud,101,
141,993859,96,97.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,155,156.0,Sd,Dolomite,dolostone,100,
141,1399614,155,156.0,Sd,Dolomite,dolostone,100,
141,1399616,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,1399616,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,993860,19,20.0,Nnd,Sand,bioclastic,101,
141,993860,19,20.0,Nnd,Sand,bioclastic,101,
141,1399613,134,135.0,Sd,Dolomite,dolostone,100,
141,1399613,134,135.0,Sd,Dolomite,dolostone,100,
141,993859,113,114.0,Ncl,Clay loams and Clay,mud,101,
141,993859,113,114.0,Ncl,Clay loams and Clay,mud,101,
141,993861,79,80.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,993861,79,80.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,1399612,177,178.0,Sd,Dolomite,dolostone,100,
141,1399612,177,178.0,Sd,Dolomite,dolostone,100,
141,1399616,47,48.0,Ncl,Clay loams and Clay,mud,101,
141,1399616,47,48.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,94,95.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,94,95.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,41,42.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,41,42.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,62,63.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,62,63.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,57,58.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,57,58.0,Ncl,Clay loams and Clay,mud,101,
141,993859,96,97.0,Ncl,Clay loams and Clay,mud,101,
141,993860,161,162.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,161,162.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399616,89,90.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,1399616,89,90.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,1399612,147,148.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399616,15,16.0,Nnd,Sand,bioclastic,101,
141,1399616,15,16.0,Nnd,Sand,bioclastic,101,
141,1399612,147,148.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,13,14.0,Nnd,Sand,bioclastic,101,
141,1399615,13,14.0,Nnd,Sand,bioclastic,101,
141,1399613,77,78.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,64,65.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,64,65.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,77,78.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,137,138.0,Shcc,Carbonaceous shale,mudstone,101,
141,993859,124,125.0,Sd,Dolomite,dolostone,100,
141,993859,124,125.0,Sd,Dolomite,dolostone,100,
141,993860,173,174.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,173,174.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,137,138.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,156,157.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993857,144,145.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,144,145.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,128,129.0,Ncl,Clay loams and Clay,mud,101,
141,993860,128,129.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,78,79.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,78,79.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,156,157.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399612,134,135.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,134,135.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399613,78,79.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,78,79.0,Ncl,Clay loams and Clay,mud,101,
141,993861,29,30.0,Nnd,Sand,bioclastic,101,
141,993861,29,30.0,Nnd,Sand,bioclastic,101,
141,993861,52,53.0,Ncl,Clay loams and Clay,mud,101,
141,993861,52,53.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,30,31.0,Nnd,Sand,bioclastic,101,
141,993859,42,43.0,Ncl,Clay loams and Clay,mud,101,
141,993859,42,43.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,140,141.0,Sd,Dolomite,dolostone,100,
141,1399613,140,141.0,Sd,Dolomite,dolostone,100,
141,1399614,150,151.0,Sd,Dolomite,dolostone,100,
141,1399614,150,151.0,Sd,Dolomite,dolostone,100,
141,1399615,30,31.0,Nnd,Sand,bioclastic,101,
141,1399616,73,74.0,Ng,Gravel,gravel,101,
141,993857,115,116.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,115,116.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399616,73,74.0,Ng,Gravel,gravel,101,
141,993858,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,993858,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,993859,116,117.0,Ncl,Clay loams and Clay,mud,101,
141,993859,116,117.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,129,130.0,Shcc,Carbonaceous shale,mudstone,101,
141,993859,58,59.0,Ncl,Clay loams and Clay,mud,101,
141,993859,58,59.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,129,130.0,Shcc,Carbonaceous shale,mudstone,101,
141,993858,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,993859,64,65.0,Ncl,Clay loams and Clay,mud,101,
141,993859,64,65.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,42,43.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,42,43.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,14,15.0,Nnd,Sand,bioclastic,101,
141,1399614,14,15.0,Nnd,Sand,bioclastic,101,
141,1399615,113,114.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,113,114.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,5,6.0,Nnd,Sand,bioclastic,101,
141,1399613,33,34.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,33,34.0,Ncl,Clay loams and Clay,mud,101,
141,993860,124,125.0,Ncl,Clay loams and Clay,mud,101,
141,993860,124,125.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,5,6.0,Nnd,Sand,bioclastic,101,
141,993858,4,5.0,Nnd,Sand,bioclastic,101,
141,1399614,141,142.0,Sd,Dolomite,dolostone,100,
141,1399614,141,142.0,Sd,Dolomite,dolostone,100,
141,993858,4,5.0,Nnd,Sand,bioclastic,101,
141,993860,155,156.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,155,156.0,Shcc,Carbonaceous shale,mudstone,101,
141,993859,105,106.0,Ncl,Clay loams and Clay,mud,101,
141,993861,60,61.0,Ncl,Clay loams and Clay,mud,101,
141,993861,60,61.0,Ncl,Clay loams and Clay,mud,101,
141,993858,60,61.0,Ncl,Clay loams and Clay,mud,101,
141,993858,60,61.0,Ncl,Clay loams and Clay,mud,101,
141,993860,1,2.0,Nnd,Sand,bioclastic,101,
141,993860,1,2.0,Nnd,Sand,bioclastic,101,
141,993860,115,116.0,Ncl,Clay loams and Clay,mud,101,
141,993860,115,116.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,26,27.0,Nnd,Sand,bioclastic,101,
141,1399612,26,27.0,Nnd,Sand,bioclastic,101,
141,1399613,43,44.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,43,44.0,Ncl,Clay loams and Clay,mud,101,
141,993859,105,106.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,108,109.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,108,109.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,123,124.0,Sd,Dolomite,dolostone,100,
141,1399614,123,124.0,Sd,Dolomite,dolostone,100,
141,993858,59,60.0,Ncl,Clay loams and Clay,mud,101,
141,993857,139,140.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,139,140.0,Shcc,Carbonaceous shale,mudstone,101,
141,993858,59,60.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,135,136.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,135,136.0,Ncl,Clay loams and Clay,mud,101,
141,993857,2,3.0,Nnd,Sand,bioclastic,101,
141,993858,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,24,25.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,24,25.0,Ncl,Clay loams and Clay,mud,101,
141,993859,110,111.0,Ncl,Clay loams and Clay,mud,101,
141,993859,110,111.0,Ncl,Clay loams and Clay,mud,101,
141,993857,2,3.0,Nnd,Sand,bioclastic,101,
141,993860,157,158.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,157,158.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,175,176.0,Sd,Dolomite,dolostone,100,
141,1399613,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,38,39.0,Ncl,Clay loams and Clay,mud,101,
141,993857,175,176.0,Sd,Dolomite,dolostone,100,
141,993860,163,164.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,163,164.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,7,8.0,Nnd,Sand,bioclastic,101,
141,1399612,7,8.0,Nnd,Sand,bioclastic,101,
141,993857,121,122.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399614,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,993857,121,122.0,Shcc,Carbonaceous shale,mudstone,101,
141,993859,31,32.0,Ncl,Clay loams and Clay,mud,101,
141,993859,31,32.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,163,164.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399612,163,164.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399614,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,993858,49,50.0,Ncl,Clay loams and Clay,mud,101,
141,993858,49,50.0,Ncl,Clay loams and Clay,mud,101,
141,993858,54,55.0,Ncl,Clay loams and Clay,mud,101,
141,993858,54,55.0,Ncl,Clay loams and Clay,mud,101,
141,993859,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,993859,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,993857,43,44.0,Ncl,Clay loams and Clay,mud,101,
141,993857,43,44.0,Ncl,Clay loams and Clay,mud,101,
141,993859,152,153.0,Sd,Dolomite,dolostone,100,
141,993859,152,153.0,Sd,Dolomite,dolostone,100,
141,1399612,150,151.0,Shcc,Carbonaceous shale,mudstone,101,
141,993858,35,36.0,Ncl,Clay loams and Clay,mud,101,
141,993858,35,36.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,152,153.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,152,153.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,150,151.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399614,101,102.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,101,102.0,Ncl,Clay loams and Clay,mud,101,
141,993858,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,993858,51,52.0,Ncl,Clay loams and Clay,mud,101,
141,993861,36,37.0,Ncl,Clay loams and Clay,mud,101,
141,993861,36,37.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,1,2.0,Nnd,Sand,bioclastic,101,
141,993858,82,83.0,Ncl,Clay loams and Clay,mud,101,
141,993858,82,83.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,86,87.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,86,87.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,1,2.0,Nnd,Sand,bioclastic,101,
141,1399612,175,176.0,Sd,Dolomite,dolostone,100,
141,1399612,175,176.0,Sd,Dolomite,dolostone,100,
141,1399615,31,32.0,Nnd,Sand,bioclastic,101,
141,1399615,31,32.0,Nnd,Sand,bioclastic,101,
141,1399614,106,107.0,Ncl,Clay loams and Clay,mud,101,
141,993860,127,128.0,Ncl,Clay loams and Clay,mud,101,
141,993860,127,128.0,Ncl,Clay loams and Clay,mud,101,
141,993861,91,92.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,993861,91,92.0,CalcSilDol,Dolomite with calcite silcified,dolostone,100,
141,993858,90,91.0,Ncl,Clay loams and Clay,mud,101,
141,993858,90,91.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,106,107.0,Ncl,Clay loams and Clay,mud,101,
141,993857,155,156.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,155,156.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399614,35,36.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,35,36.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,105,106.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399613,105,106.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399614,130,131.0,Sd,Dolomite,dolostone,100,
141,1399614,130,131.0,Sd,Dolomite,dolostone,100,
141,993858,67,68.0,Ncl,Clay loams and Clay,mud,101,
141,993858,67,68.0,Ncl,Clay loams and Clay,mud,101,
141,993857,89,90.0,Ncl,Clay loams and Clay,mud,101,
141,993857,89,90.0,Ncl,Clay loams and Clay,mud,101,
141,993858,113,114.0,Sd,Dolomite,dolostone,100,
141,993858,113,114.0,Sd,Dolomite,dolostone,100,
141,993860,114,115.0,Ncl,Clay loams and Clay,mud,101,
141,993860,114,115.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,11,12.0,Nnd,Sand,bioclastic,101,
141,1399612,11,12.0,Nnd,Sand,bioclastic,101,
141,993860,100,101.0,Ncl,Clay loams and Clay,mud,101,
141,993859,41,42.0,Ncl,Clay loams and Clay,mud,101,
141,993859,41,42.0,Ncl,Clay loams and Clay,mud,101,
141,993860,100,101.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,119,120.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993860,123,124.0,Ncl,Clay loams and Clay,mud,101,
141,993860,123,124.0,Ncl,Clay loams and Clay,mud,101,
141,993861,13,14.0,Nnd,Sand,bioclastic,101,
141,993861,13,14.0,Nnd,Sand,bioclastic,101,
141,1399613,110,111.0,Sd,Dolomite,dolostone,100,
141,1399613,110,111.0,Sd,Dolomite,dolostone,100,
141,1399614,119,120.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399615,34,35.0,S,Unclassified Sediments,sediment,101,
141,1399615,34,35.0,S,Unclassified Sediments,sediment,101,
141,1399614,121,122.0,Sd,Dolomite,dolostone,100,
141,1399614,121,122.0,Sd,Dolomite,dolostone,100,
141,1399616,63,64.0,Ng,Gravel,gravel,101,
141,1399616,63,64.0,Ng,Gravel,gravel,101,
141,993860,98,99.0,Ncl,Clay loams and Clay,mud,101,
141,993860,98,99.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,161,162.0,Ssl,Siltstone/Argillite,mudstone,101,
141,1399612,161,162.0,Ssl,Siltstone/Argillite,mudstone,101,
141,993857,174,175.0,Sd,Dolomite,dolostone,100,
141,993857,174,175.0,Sd,Dolomite,dolostone,100,
141,1399612,140,141.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399612,140,141.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,123,124.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,123,124.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,127,128.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,127,128.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,185,186.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,185,186.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,139,140.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,139,140.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,31,32.0,Nnd,Sand,bioclastic,101,
141,1399615,165,166.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399615,165,166.0,Shcc,Carbonaceous shale,mudstone,101,
141,1399613,3,4.0,Nnd,Sand,bioclastic,101,
141,1399613,3,4.0,Nnd,Sand,bioclastic,101,
141,1399613,54,55.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,54,55.0,Ncl,Clay loams and Clay,mud,101,
141,993860,31,32.0,Nnd,Sand,bioclastic,101,
141,993860,99,100.0,Ncl,Clay loams and Clay,mud,101,
141,993860,99,100.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,84,85.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,134,135.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,134,135.0,Ncl,Clay loams and Clay,mud,101,
141,993860,107,108.0,Ncl,Clay loams and Clay,mud,101,
141,993858,102,103.0,Shcc,Carbonaceous shale,mudstone,101,
141,993858,102,103.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,107,108.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,76,77.0,Ncl,Clay loams and Clay,mud,101,
141,1399612,76,77.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,85,86.0,Ncl,Clay loams and Clay,mud,101,
141,1399613,85,86.0,Ncl,Clay loams and Clay,mud,101,
141,1399616,0,1.0,Nnd,Sand,bioclastic,101,
141,1399616,0,1.0,Nnd,Sand,bioclastic,101,
141,993857,138,139.0,Shcc,Carbonaceous shale,mudstone,101,
141,993857,138,139.0,Shcc,Carbonaceous shale,mudstone,101,
141,993860,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,993860,118,119.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,96,97.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,96,97.0,Ncl,Clay loams and Clay,mud,101,
141,993858,65,66.0,Ncl,Clay loams and Clay,mud,101,
141,993858,65,66.0,Ncl,Clay loams and Clay,mud,101,
141,993860,20,21.0,Nnd,Sand,bioclastic,101,
141,993860,20,21.0,Nnd,Sand,bioclastic,101,
141,993859,29,30.0,Nnd,Sand,bioclastic,101,
141,993860,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,993860,63,64.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,100,101.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,100,101.0,Ncl,Clay loams and Clay,mud,101,
141,993861,6,7.0,Nnd,Sand,bioclastic,101,
141,993861,6,7.0,Nnd,Sand,bioclastic,101,
141,993859,29,30.0,Nnd,Sand,bioclastic,101,
141,1399616,8,9.0,Nnd,Sand,bioclastic,101,
141,1399616,8,9.0,Nnd,Sand,bioclastic,101,
141,993861,54,55.0,Ncl,Clay loams and Clay,mud,101,
141,993857,77,78.0,Ncl,Clay loams and Clay,mud,101,
141,993857,77,78.0,Ncl,Clay loams and Clay,mud,101,
141,993860,82,83.0,Ncl,Clay loams and Clay,mud,101,
141,993860,82,83.0,Ncl,Clay loams and Clay,mud,101,
141,1399614,146,147.0,Sd,Dolomite,dolostone,100,
141,1399614,146,147.0,Sd,Dolomite,dolostone,100,
141,1399615,83,84.0,Ncl,Clay loams and Clay,mud,101,
141,1399615,83,84.0,Ncl,Clay loams and Clay,mud,101,
