CollarID,Depth,Azimuth,Dip,X,Y,Z,
993857,0.000000,0.000000,-90.000000,949185.826369,7667892.568644,240.218000,
993858,0.000000,0.000000,-90.000000,948773.831550,7668070.219275,238.127000,
993859,0.000000,0.000000,-90.000000,949597.814097,7667714.906148,237.146000,
993860,0.000000,0.000000,-90.000000,949276.414412,7667390.655659,238.569000,
993861,0.000000,0.000000,-90.000000,949692.905294,7667379.352121,237.308000,
1399612,0.000000,0.000000,-90.000000,949185.826369,7667892.568644,240.218000,
1399613,0.000000,0.000000,-90.000000,948773.831550,7668070.219275,238.127000,
1399614,0.000000,0.000000,-90.000000,949597.814097,7667714.906148,237.146000,
1399615,0.000000,0.000000,-90.000000,949276.414412,7667390.655659,238.569000,
