Company_ID,CollarID,Fromdepth,Todepth,Comapny_Lithocode,Company_Lithology,CET_Lithology,Score,Level_3,Level_2,Level_1
141,993857,63.0,64.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,64.0,65.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,65.0,66.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,66.0,67.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,67.0,68.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,68.0,69.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,69.0,70.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,70.0,71.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,71.0,72.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,72.0,73.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,73.0,74.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,74.0,75.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,75.0,76.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,76.0,77.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,77.0,78.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,78.0,79.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,79.0,80.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,80.0,81.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,81.0,82.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,82.0,83.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
141,993857,83.0,84.0,Ncl,Clay loams and Clay,mud,101,mud,sediment_clastic,sediment
