CollarID,Depth,Azimuth,Dip
1233149,80.0,0.0,-90.0
1233149,90.0,0.0,-90.0
1233149,100.0,0.0,-90.0
1233149,110.0,0.0,-90.0
1233149,120.0,0.0,-90.0
1233149,130.0,0.0,-90.0
1233149,140.0,0.0,-90.0
1233149,150.0,0.0,-90.0
1233149,160.0,0.0,-90.0
1233150,0.0,0.0,-89.17
1233150,20.0,0.0,-90.0
1233150,40.0,0.0,-90.0
1233150,60.0,0.0,-90.0
1233150,80.0,0.0,-90.0
1233150,100.0,0.0,-90.0
1233150,120.0,0.0,-90.0
1233150,140.0,0.0,-90.0
1233150,160.0,0.0,-90.0
1233150,170.0,0.0,-90.0
1233151,0.0,0.0,-88.23
1233151,10.0,0.0,-90.0
1233151,20.0,0.0,-90.0
1233151,25.0,0.0,-90.0
1233152,0.0,0.0,-90.0
1233153,0.0,0.0,-89.85
1233153,10.0,0.0,-90.0
1233153,20.0,0.0,-90.0
1233153,30.0,0.0,-90.0
1233153,40.0,0.0,-90.0
1233153,50.0,0.0,-90.0
1233153,60.0,0.0,-90.0
1233153,70.0,0.0,-90.0
1233153,80.0,0.0,-90.0
1233153,90.0,0.0,-90.0
1233153,100.0,0.0,-90.0
1233153,110.0,0.0,-90.0
1233153,120.0,0.0,-90.0
1233153,130.0,0.0,-90.0
1233153,140.0,0.0,-90.0
1233153,150.0,0.0,-90.0
1233153,160.0,0.0,-90.0
1233153,170.0,0.0,-90.0
1233154,0.0,0.0,-89.67
1233154,20.0,0.0,-90.0
1233154,40.0,0.0,-90.0
1233154,60.0,0.0,-90.0
1233154,80.0,0.0,-90.0
1233154,100.0,0.0,-90.0
1233154,120.0,0.0,-90.0
1233154,140.0,0.0,-90.0
1233154,160.0,0.0,-90.0
1233154,170.0,0.0,-90.0
1233155,0.0,0.0,-88.39
1233155,20.0,0.0,-90.0
1233155,40.0,0.0,-90.0
1233155,60.0,0.0,-90.0
1233155,80.0,0.0,-90.0
1233155,100.0,0.0,-90.0
1233155,120.0,0.0,-90.0
1233155,140.0,0.0,-90.0
1233155,160.0,0.0,-90.0
1233156,0.0,0.0,-89.29
1233156,20.0,0.0,-90.0
1233156,40.0,0.0,-90.0
1233156,60.0,0.0,-90.0
1233156,80.0,0.0,-90.0
1233156,100.0,0.0,-90.0
1233156,120.0,0.0,-90.0
1233156,140.0,0.0,-90.0
1233156,160.0,0.0,-90.0
1233157,0.0,298.1,-89.77
1233157,10.0,351.0,-90.0
1233157,20.0,352.6,-90.0
1233157,30.0,341.8,-90.0
1233157,40.0,347.7,-90.0
1233157,50.0,323.0,-90.0
1233157,60.0,292.7,-90.0
1233157,70.0,245.8,-90.0
1233157,80.0,215.5,-90.0
1233157,90.0,178.0,-90.0
1233157,100.0,155.2,-90.0
1233157,110.0,163.5,-90.0
1233157,120.0,158.4,-90.0
1233157,130.0,168.9,-90.0
1233172,0.0,126.8,-60.39
1233172,20.0,126.8,-90.0
1233172,40.0,126.5,-90.0
1233172,60.0,125.5,-90.0
1233172,80.0,126.3,-90.0
1233172,100.0,127.8,-90.0
1233172,120.0,127.7,-90.0
1233172,130.0,127.9,-90.0
1233179,0.0,272.3,-60.06
1233179,10.0,272.2,-90.0
1233179,20.0,271.8,-90.0
1233179,30.0,272.1,-90.0
1233179,40.0,272.1,-90.0
1233179,50.0,272.2,-90.0
1233179,60.0,272.1,-90.0
1233179,70.0,272.3,-90.0
1233179,80.0,272.2,-90.0
1233179,90.0,272.1,-90.0
1233179,100.0,271.1,-90.0
1233179,110.0,271.1,-90.0
1233179,120.0,270.0,-90.0
1233185,0.0,267.5,-60.11
1233185,10.0,267.4,-90.0
1233185,20.0,268.1,-90.0
1233185,30.0,268.3,-90.0
1233185,40.0,268.7,-90.0
1233185,50.0,269.1,-90.0
1233185,60.0,269.1,-90.0
1233185,70.0,267.7,-90.0
1233185,80.0,268.0,-90.0
1233185,90.0,267.8,-90.0
1233185,100.0,268.1,-90.0
1233185,110.0,267.9,-90.0
1233185,120.0,268.7,-90.0
1233205,0.0,265.5,-59.68
1233205,20.0,266.7,-90.0
1233205,40.0,266.7,-90.0
1233205,60.0,269.2,-90.0
1233205,80.0,269.8,-90.0
1233205,100.0,269.4,-90.0
1233205,120.0,270.8,-90.0
1233205,140.0,271.4,-90.0
1233205,160.0,270.8,-90.0
1233205,180.0,272.6,-90.0
1233205,200.0,273.5,-90.0
1233205,210.0,274.4,-90.0
1233206,0.0,179.9,-54.08
1233206,10.0,180.3,-90.0
1233206,20.0,181.1,-90.0
1233206,30.0,181.0,-90.0
1233206,40.0,180.5,-90.0
1233206,50.0,180.2,-90.0
1233206,60.0,181.3,-90.0
1233207,0.0,270.5,-59.74
1233207,20.0,270.0,-90.0
1233207,40.0,270.7,-90.0
1233207,60.0,271.3,-90.0
1233207,80.0,271.1,-90.0
1233207,100.0,270.8,-90.0
1233207,120.0,270.5,-90.0
1233207,140.0,270.1,-90.0
1233207,160.0,270.1,-90.0
1233207,180.0,270.3,-90.0
1233207,200.0,270.8,-90.0
1233207,220.0,270.6,-90.0
1233207,240.0,270.5,-90.0
1233207,260.0,270.1,-90.0
1233207,280.0,270.4,-90.0
1233207,300.0,270.0,-90.0
1233207,320.0,269.8,-90.0
1233207,340.0,269.4,-90.0
1233208,0.0,139.8,-61.34
1233208,20.0,140.6,-90.0
1233208,40.0,141.5,-90.0
1233208,60.0,142.5,-90.0
1233208,80.0,141.0,-90.0
1233208,100.0,139.9,-90.0
1233208,120.0,140.5,-90.0
1233208,140.0,141.0,-90.0
1233208,160.0,140.9,-90.0
1233208,180.0,141.5,-90.0
1233208,200.0,141.5,-90.0
1233208,220.0,142.2,-90.0
1233208,240.0,141.8,-90.0
1233208,260.0,142.1,-90.0
1233208,280.0,142.6,-90.0
1233208,300.0,142.4,-90.0
1233208,320.0,142.5,-90.0
1233208,340.0,142.1,-90.0
1233208,360.0,142.9,-90.0
1233208,380.0,143.0,-90.0
1233208,400.0,143.0,-90.0
1233208,420.0,142.5,-90.0
1233209,0.0,137.2,-49.63
1233209,20.0,135.6,-90.0
1233209,40.0,134.0,-90.0
1233209,60.0,134.1,-90.0
1233209,80.0,134.6,-90.0
1233209,100.0,134.9,-90.0
1233209,120.0,134.5,-90.0
1233209,140.0,134.4,-90.0
1233209,160.0,133.7,-90.0
1233209,180.0,134.1,-90.0
1233209,200.0,134.4,-90.0
1233210,0.0,89.0,-60.25
1233210,20.0,91.1,-90.0
1233210,40.0,93.5,-90.0
1233210,60.0,93.1,-90.0
1233210,80.0,91.6,-90.0
1233210,100.0,91.4,-90.0
1233210,120.0,90.5,-90.0
1233210,140.0,89.9,-90.0
1233210,160.0,88.5,-90.0
1233210,180.0,88.9,-90.0
1233210,200.0,89.4,-90.0
1233210,440.7,90.0,-90.0
1233211,0.0,270.1,-60.09
1233211,20.0,270.0,-90.0
1233211,40.0,270.8,-90.0
1233211,60.0,272.0,-90.0
1233211,80.0,274.6,-90.0
1233211,100.0,278.5,-90.0
1233211,120.0,280.7,-90.0
1233211,140.0,281.6,-90.0
1233211,160.0,282.9,-90.0
1233211,180.0,284.9,-90.0
1233211,200.0,286.1,-90.0
1233211,220.0,288.6,-90.0
1233211,240.0,290.7,-90.0
1233211,260.0,294.6,-90.0
1233211,280.0,297.1,-90.0
1233211,300.0,298.0,-90.0
1233211,320.0,297.2,-90.0
1233211,340.0,296.8,-90.0
1233211,360.0,296.6,-90.0
1233211,380.0,295.7,-90.0
1233211,400.0,295.6,-90.0
1233211,420.0,295.4,-90.0
1233211,435.0,295.2,-90.0
1233212,0.0,268.8,-60.78
1233212,20.0,268.7,-90.0
1233212,40.0,269.4,-90.0
1233212,60.0,269.6,-90.0
1233212,80.0,270.6,-90.0
1233212,100.0,271.2,-90.0
1233212,120.0,271.4,-90.0
1233212,140.0,273.4,-90.0
1233212,160.0,274.3,-90.0
1233212,180.0,275.2,-90.0
1233212,200.0,276.0,-90.0
1233212,220.0,276.8,-90.0
1233212,240.0,277.1,-90.0
1233212,260.0,277.5,-90.0
1233212,280.0,277.7,-90.0
1233212,300.0,277.8,-90.0
1233212,320.0,278.1,-90.0
1233212,340.0,278.2,-90.0
1233212,360.0,278.6,-90.0
1233212,380.0,279.3,-90.0
1233212,400.0,279.6,-90.0
1233212,420.0,279.5,-90.0
1233212,440.0,278.6,-90.0
1233212,460.0,277.0,-90.0
1233213,0.0,273.6,-60.4
1233213,20.0,275.3,-90.0
1233213,40.0,276.0,-90.0
1233213,60.0,277.4,-90.0
1233213,80.0,279.5,-90.0
1233213,100.0,279.8,-90.0
1233213,120.0,279.9,-90.0
1233213,140.0,279.8,-90.0
1233213,160.0,280.4,-90.0
1233213,180.0,280.5,-90.0
1233213,200.0,281.5,-90.0
1233213,220.0,281.8,-90.0
1233213,240.0,282.3,-90.0
1233213,260.0,282.9,-90.0
1233213,280.0,283.2,-90.0
1233213,300.0,284.1,-90.0
1233213,320.0,284.6,-90.0
1233213,340.0,285.4,-90.0
1233213,360.0,286.0,-90.0
1233213,380.0,284.8,-90.0
1233213,400.0,284.5,-90.0
1233213,420.0,284.2,-90.0
1233214,0.0,271.4,-60.22
1233214,20.0,272.0,-90.0
1233214,40.0,273.0,-90.0
1233214,60.0,274.8,-90.0
1233214,80.0,276.4,-90.0
1233214,100.0,277.9,-90.0
1233214,120.0,278.9,-90.0
1233214,140.0,279.3,-90.0
1233214,160.0,279.7,-90.0
1233214,180.0,280.1,-90.0
1233214,200.0,280.6,-90.0
1233214,220.0,281.5,-90.0
1233214,240.0,281.2,-90.0
1233214,260.0,281.7,-90.0
1233214,280.0,281.7,-90.0
1233214,300.0,282.3,-90.0
1233214,320.0,282.2,-90.0
1233214,340.0,282.3,-90.0
1233214,360.0,282.3,-90.0
1233214,380.0,283.3,-90.0
1233214,400.0,283.3,-90.0
1233214,420.0,283.4,-90.0
1233214,440.0,283.2,-90.0
1233214,460.0,282.4,-90.0
1233214,480.0,281.8,-90.0
1233214,490.0,282.0,-90.0
1233215,0.0,95.3,-60.77
1233215,10.0,94.8,-90.0
1233215,20.0,95.0,-90.0
1233215,30.0,94.2,-90.0
1233215,40.0,94.8,-90.0
1233215,50.0,95.1,-90.0
1233215,60.0,95.1,-90.0
1233215,70.0,95.3,-90.0
1233215,80.0,95.2,-90.0
1233215,90.0,94.7,-90.0
1233215,100.0,94.8,-90.0
1233215,110.0,94.7,-90.0
1233215,120.0,94.3,-90.0
1233215,130.0,93.8,-90.0
1233215,140.0,94.3,-90.0
1233215,150.0,94.2,-90.0
1233215,160.0,94.0,-90.0
1233215,170.0,94.1,-90.0
1233215,175.0,94.8,-90.0
1233216,0.0,271.8,-60.28
1233216,20.0,271.9,-90.0
1233216,40.0,272.8,-90.0
1233216,60.0,273.5,-90.0
1233216,80.0,273.6,-90.0
1233216,100.0,274.5,-90.0
1233216,120.0,274.9,-90.0
1233216,140.0,274.5,-90.0
1233216,160.0,274.2,-90.0
1233216,180.0,274.6,-90.0
1233216,200.0,275.1,-90.0
1233216,220.0,275.7,-90.0
1233216,240.0,276.0,-90.0
1233216,260.0,276.1,-90.0
1233216,280.0,275.9,-90.0
1233216,300.0,275.4,-90.0
1233216,320.0,275.4,-90.0
1233216,340.0,275.5,-90.0
1233216,360.0,276.0,-90.0
1233216,380.0,275.4,-90.0
1233216,400.0,275.5,-90.0
1233216,420.0,275.9,-90.0
1233216,440.0,275.9,-90.0
1233216,460.0,276.2,-90.0
1233216,480.0,276.0,-90.0
1233216,500.0,276.2,-90.0
1233216,520.0,275.3,-90.0
1233216,540.0,276.3,-90.0
1233216,545.0,275.4,-90.0
1233217,0.0,90.0,-60.0
1233218,0.0,269.0,-61.65
1233218,20.0,268.7,-90.0
1233218,40.0,270.6,-90.0
1233218,60.0,272.0,-90.0
1233218,80.0,273.7,-90.0
1233218,100.0,274.9,-90.0
1233218,120.0,276.6,-90.0
1233218,140.0,277.3,-90.0
1233218,160.0,278.4,-90.0
1233218,180.0,279.3,-90.0
1233218,190.0,280.4,-90.0
1233219,0.0,270.0,-60.0
1233220,0.0,91.1,-60.66
1233220,20.0,93.2,-90.0
1233220,40.0,95.1,-90.0
1233220,60.0,97.9,-90.0
1233220,80.0,95.7,-90.0
1233220,100.0,95.4,-90.0
1233220,120.0,95.7,-90.0
1233220,140.0,94.5,-90.0
1233220,160.0,95.2,-90.0
1233220,180.0,95.7,-90.0
1233220,200.0,96.3,-90.0
1233220,220.0,96.9,-90.0
1233220,240.0,97.2,-90.0
1233220,260.0,97.6,-90.0
1233220,285.0,97.3,-90.0
1233221,0.0,92.3,-60.09
1233221,20.0,92.1,-90.0
1233221,40.0,93.7,-90.0
1233221,60.0,96.5,-90.0
1233221,80.0,97.7,-90.0
1233221,100.0,97.8,-90.0
1233221,120.0,96.6,-90.0
1233221,140.0,95.1,-90.0
1233221,160.0,93.4,-90.0
1233221,180.0,91.5,-90.0
1233221,190.0,91.1,-90.0
1233222,0.0,270.0,-74.3
1233222,20.0,268.3,-90.0
1233222,40.0,268.8,-90.0
1233222,60.0,268.9,-90.0
1233222,80.0,274.4,-90.0
1233222,100.0,276.1,-90.0
1233222,120.0,276.7,-90.0
1233222,140.0,277.9,-90.0
1233222,160.0,281.0,-90.0
1233222,180.0,284.0,-90.0
1233222,200.0,287.2,-90.0
1233222,220.0,292.6,-90.0
1233222,240.0,297.4,-90.0
1233222,260.0,300.7,-90.0
1233222,280.0,302.5,-90.0
1233222,300.0,305.3,-90.0
1233222,320.0,305.8,-90.0
1233222,340.0,306.4,-90.0
1233222,360.0,308.3,-90.0
1233222,380.0,309.7,-90.0
1233222,400.0,310.8,-90.0
1233222,420.0,311.9,-90.0
1233222,440.0,314.1,-90.0
1233222,460.0,316.8,-90.0
1233222,480.0,318.1,-90.0
1233222,500.0,320.5,-90.0
1233222,520.0,322.8,-90.0
1233222,530.0,323.7,-90.0
1233223,0.0,91.8,-80.72
1233223,20.0,94.1,-90.0
1233223,40.0,110.1,-90.0
1233223,60.0,107.5,-90.0
1233223,80.0,102.2,-90.0
1233223,100.0,97.8,-90.0
1233223,120.0,97.0,-90.0
1233223,140.0,100.2,-90.0
1233223,160.0,97.9,-90.0
1233223,180.0,102.4,-90.0
1233223,200.0,103.2,-90.0
1233223,220.0,97.6,-90.0
1233223,240.0,94.6,-90.0
1233223,260.0,97.1,-90.0
1233223,280.0,86.7,-90.0
1233223,290.0,84.7,-90.0
1233224,0.0,92.2,-70.3
1233224,20.0,94.7,-90.0
1233224,40.0,91.7,-90.0
1233224,60.0,90.0,-90.0
1233224,80.0,90.9,-90.0
1233224,100.0,89.5,-90.0
1233224,120.0,89.1,-90.0
1233224,140.0,85.3,-90.0
1233224,160.0,85.5,-90.0
1233224,180.0,85.9,-90.0
1233224,200.0,87.2,-90.0
1233224,220.0,89.5,-90.0
1233224,240.0,91.4,-90.0
1233224,260.0,92.0,-90.0
1233224,280.0,93.6,-90.0
1233224,300.0,94.5,-90.0
1233224,320.0,95.2,-90.0
1233224,340.0,96.0,-90.0
1233224,360.0,96.7,-90.0
1233224,380.0,97.8,-90.0
1233224,400.0,98.4,-90.0
1233224,420.0,99.4,-90.0
1233224,440.0,98.9,-90.0
1233224,460.0,100.0,-90.0
1233224,480.0,100.9,-90.0
1233224,500.0,101.5,-90.0
1233224,520.0,103.2,-90.0
1233224,540.0,104.6,-90.0
1233224,560.0,105.0,-90.0
1233224,580.0,105.0,-90.0
1233224,590.0,104.6,-90.0
1233225,0.0,132.8,-54.73
1233225,20.0,132.6,-90.0
1233225,40.0,131.3,-90.0
1233225,60.0,132.4,-90.0
1233225,80.0,131.7,-90.0
1233225,100.0,132.2,-90.0
1233225,120.0,132.3,-90.0
1233225,140.0,132.8,-90.0
1233225,160.0,132.3,-90.0
1233225,180.0,132.5,-90.0
1233225,200.0,132.6,-90.0
1233225,205.0,132.6,-90.0
1233226,0.0,132.6,-65.28
1233226,20.0,131.6,-90.0
1233226,40.0,130.8,-90.0
1233226,60.0,130.4,-90.0
1233226,80.0,130.4,-90.0
1233226,100.0,130.2,-90.0
1233226,120.0,130.0,-90.0
1233226,140.0,130.6,-90.0
1233226,160.0,131.2,-90.0
1233226,180.0,131.7,-90.0
1233226,200.0,131.0,-90.0
1233226,220.0,130.4,-90.0
1233226,240.0,129.5,-90.0
1233226,260.0,129.9,-90.0
1233226,280.0,129.7,-90.0
1233226,300.0,129.5,-90.0
1233227,0.0,135.4,-58.24
1233227,20.0,136.6,-90.0
1233227,40.0,138.0,-90.0
1233227,60.0,139.7,-90.0
1233227,80.0,143.6,-90.0
1233227,100.0,147.4,-90.0
1233227,120.0,146.7,-90.0
1233227,140.0,146.2,-90.0
1233227,160.0,146.1,-90.0
1233227,180.0,146.8,-90.0
1233227,200.0,145.4,-90.0
1233227,220.0,145.4,-90.0
1233227,240.0,145.4,-90.0
1233227,250.0,145.0,-90.0
1233228,0.0,137.8,-55.47
1233228,20.0,137.1,-90.0
1233228,40.0,137.4,-90.0
1233228,60.0,137.5,-90.0
1233228,80.0,137.4,-90.0
1233228,100.0,137.4,-90.0
1233228,120.0,137.4,-90.0
1233228,140.0,137.4,-90.0
1233228,160.0,137.8,-90.0
1233228,180.0,137.2,-90.0
1233228,200.0,137.3,-90.0
1233228,220.0,137.4,-90.0
1233228,230.0,137.4,-90.0
1233229,0.0,135.0,-60.0
