CollarID,Depth,Azimuth,Dip
1233101,140.0,180.8,-90.0
1233101,160.0,181.4,-90.0
1233101,180.0,182.6,-90.0
1233102,0.0,138.9,-59.66
1233102,10.0,138.9,-90.0
1233102,20.0,139.9,-90.0
1233102,30.0,140.1,-90.0
1233102,40.0,141.2,-90.0
1233102,50.0,141.6,-90.0
1233102,60.0,142.7,-90.0
1233102,70.0,143.0,-90.0
1233102,80.0,143.1,-90.0
1233102,90.0,143.0,-90.0
1233102,100.0,143.1,-90.0
1233102,110.0,143.8,-90.0
1233102,120.0,143.9,-90.0
1233102,130.0,144.8,-90.0
1233102,140.0,145.0,-90.0
1233103,0.0,316.2,-54.46
1233103,10.0,317.2,-90.0
1233103,20.0,318.0,-90.0
1233103,30.0,318.3,-90.0
1233103,40.0,318.8,-90.0
1233103,50.0,319.1,-90.0
1233103,60.0,320.5,-90.0
1233103,70.0,320.4,-90.0
1233103,75.0,320.6,-90.0
1233104,0.0,134.5,-55.19
1233104,20.0,136.0,-90.0
1233104,40.0,136.7,-90.0
1233104,60.0,137.8,-90.0
1233104,80.0,137.6,-90.0
1233104,100.0,137.9,-90.0
1233104,120.0,138.0,-90.0
1233104,140.0,138.3,-90.0
1233104,160.0,138.5,-90.0
1233104,180.0,138.6,-90.0
1233104,200.0,139.4,-90.0
1233104,220.0,139.7,-90.0
1233104,240.0,140.3,-90.0
1233104,245.0,140.2,-90.0
1233105,0.0,132.4,-55.29
1233105,5.0,133.5,-90.0
1233105,10.0,133.3,-90.0
1233105,15.0,132.2,-90.0
1233105,20.0,132.7,-90.0
1233105,25.0,132.7,-90.0
1233106,0.0,133.9,-54.54
1233106,10.0,133.4,-90.0
1233106,20.0,133.4,-90.0
1233106,30.0,133.1,-90.0
1233106,40.0,133.6,-90.0
1233106,50.0,134.7,-90.0
1233106,60.0,134.4,-90.0
1233106,65.0,134.7,-90.0
1233107,0.0,136.0,-54.21
1233107,6.0,135.0,-90.0
1233107,8.0,135.2,-90.0
1233107,10.0,133.2,-90.0
1233108,0.0,134.8,-69.92
1233108,20.0,136.7,-90.0
1233108,40.0,136.7,-90.0
1233108,60.0,136.8,-90.0
1233108,80.0,138.5,-90.0
1233108,100.0,141.0,-90.0
1233108,120.0,142.1,-90.0
1233108,140.0,142.9,-90.0
1233108,150.0,143.1,-90.0
1233109,0.0,136.6,-51.14
1233109,20.0,137.6,-90.0
1233109,40.0,137.4,-90.0
1233109,60.0,139.1,-90.0
1233109,80.0,140.7,-90.0
1233109,100.0,141.6,-90.0
1233109,120.0,142.0,-90.0
1233109,140.0,142.4,-90.0
1233109,160.0,143.0,-90.0
1233109,175.0,144.0,-90.0
1233110,0.0,135.8,-64.65
1233110,5.0,135.7,-90.0
1233110,10.0,136.3,-90.0
1233110,15.0,137.3,-90.0
1233110,20.0,138.0,-90.0
1233110,25.0,138.6,-90.0
1233110,30.0,138.9,-90.0
1233110,35.0,141.2,-90.0
1233110,40.0,143.2,-90.0
1233110,45.0,143.5,-90.0
1233110,50.0,143.7,-90.0
1233110,55.0,143.4,-90.0
1233110,60.0,142.8,-90.0
1233110,65.0,143.4,-90.0
1233110,70.0,144.0,-90.0
1233110,75.0,144.7,-90.0
1233110,80.0,146.4,-90.0
1233110,85.0,146.8,-90.0
1233110,90.0,151.7,-90.0
1233110,95.0,151.3,-90.0
1233113,0.0,313.3,-55.7
1233113,20.0,314.5,-90.0
1233113,40.0,313.3,-90.0
1233113,60.0,315.5,-90.0
1233113,80.0,317.2,-90.0
1233113,100.0,320.4,-90.0
1233113,120.0,321.9,-90.0
1233113,140.0,324.8,-90.0
1233113,160.0,324.6,-90.0
1233113,180.0,325.8,-90.0
1233113,200.0,327.1,-90.0
1233113,220.0,327.5,-90.0
1233114,0.0,314.8,-55.35
1233114,20.0,313.0,-90.0
1233114,40.0,314.4,-90.0
1233114,60.0,313.6,-90.0
1233114,80.0,313.7,-90.0
1233114,100.0,314.0,-90.0
1233114,120.0,314.1,-90.0
1233114,140.0,313.5,-90.0
1233114,160.0,312.7,-90.0
1233114,180.0,313.9,-90.0
1233114,190.0,315.7,-90.0
1233115,0.0,134.7,-69.75
1233115,20.0,135.7,-90.0
1233115,40.0,138.2,-90.0
1233115,60.0,141.2,-90.0
1233115,80.0,145.1,-90.0
1233115,100.0,146.0,-90.0
1233115,120.0,146.5,-90.0
1233115,140.0,145.9,-90.0
1233115,150.0,146.7,-90.0
1233116,0.0,313.3,-60.25
1233116,10.0,314.0,-90.0
1233116,20.0,317.3,-90.0
1233116,30.0,319.3,-90.0
1233116,40.0,322.0,-90.0
1233116,50.0,324.1,-90.0
1233116,60.0,326.4,-90.0
1233116,70.0,327.2,-90.0
1233116,80.0,327.7,-90.0
1233116,90.0,328.1,-90.0
1233116,100.0,328.4,-90.0
1233116,110.0,328.8,-90.0
1233116,120.0,329.4,-90.0
1233116,130.0,329.7,-90.0
1233116,140.0,330.0,-90.0
1233116,144.0,330.0,-90.0
1233117,0.0,0.0,-89.89
1233117,10.0,0.0,-90.0
1233117,20.0,0.0,-90.0
1233117,30.0,0.0,-90.0
1233117,40.0,0.0,-90.0
1233117,50.0,0.0,-90.0
1233117,60.0,0.0,-90.0
1233117,70.0,0.0,-90.0
1233117,80.0,0.0,-90.0
1233117,90.0,0.0,-90.0
1233117,100.0,0.0,-90.0
1233117,110.0,0.0,-90.0
1233117,115.0,0.0,-90.0
1233118,0.0,134.5,-55.17
1233118,10.0,134.5,-90.0
1233118,20.0,134.3,-90.0
1233118,30.0,134.2,-90.0
1233118,40.0,135.4,-90.0
1233118,50.0,136.0,-90.0
1233118,60.0,135.9,-90.0
1233118,70.0,135.7,-90.0
1233118,80.0,136.0,-90.0
1233118,90.0,136.3,-90.0
1233118,100.0,136.0,-90.0
1233118,110.0,136.2,-90.0
1233118,115.0,136.5,-90.0
1233121,0.0,0.0,-89.93
1233121,10.0,0.0,-90.0
1233121,20.0,0.0,-90.0
1233121,30.0,0.0,-90.0
1233121,40.0,0.0,-90.0
1233121,50.0,0.0,-90.0
1233121,60.0,0.0,-90.0
1233121,70.0,0.0,-90.0
1233121,80.0,0.0,-90.0
1233121,90.0,0.0,-90.0
1233125,0.0,0.0,-88.76
1233125,10.0,0.0,-90.0
1233125,20.0,0.0,-90.0
1233125,30.0,0.0,-90.0
1233125,40.0,0.0,-90.0
1233125,50.0,0.0,-90.0
1233125,60.0,0.0,-90.0
1233125,70.0,0.0,-90.0
1233125,80.0,0.0,-90.0
1233125,90.0,0.0,-90.0
1233125,100.0,0.0,-90.0
1233126,0.0,135.8,-50.7
1233126,20.0,132.9,-90.0
1233126,40.0,133.6,-90.0
1233126,60.0,134.9,-90.0
1233126,80.0,135.2,-90.0
1233126,100.0,136.9,-90.0
1233126,120.0,138.2,-90.0
1233126,140.0,139.5,-90.0
1233126,160.0,139.0,-90.0
1233126,185.0,140.7,-90.0
1233127,0.0,137.7,-49.8
1233127,10.0,138.5,-90.0
1233127,20.0,138.5,-90.0
1233127,30.0,138.4,-90.0
1233127,40.0,138.6,-90.0
1233127,50.0,141.0,-90.0
1233127,60.0,142.5,-90.0
1233127,70.0,144.0,-90.0
1233127,80.0,144.8,-90.0
1233127,90.0,146.7,-90.0
1233127,100.0,147.1,-90.0
1233127,110.0,146.9,-90.0
1233127,120.0,146.7,-90.0
1233130,0.0,138.2,-49.92
1233130,20.0,139.3,-90.0
1233130,40.0,139.3,-90.0
1233130,60.0,140.4,-90.0
1233130,80.0,141.5,-90.0
1233130,100.0,144.9,-90.0
1233130,110.0,145.9,-90.0
1233133,0.0,137.4,-50.31
1233133,20.0,138.6,-90.0
1233133,40.0,138.3,-90.0
1233133,60.0,141.0,-90.0
1233133,80.0,145.4,-90.0
1233133,100.0,148.0,-90.0
1233133,120.0,149.8,-90.0
1233133,140.0,150.4,-90.0
1233134,0.0,0.0,-90.0
1233135,0.0,312.9,-59.57
1233135,10.0,313.2,-90.0
1233135,20.0,315.6,-90.0
1233135,30.0,316.1,-90.0
1233135,40.0,316.3,-90.0
1233135,50.0,317.3,-90.0
1233135,60.0,318.0,-90.0
1233135,70.0,318.3,-90.0
1233135,80.0,319.3,-90.0
1233135,90.0,319.6,-90.0
1233136,0.0,316.3,-59.34
1233136,20.0,316.8,-90.0
1233136,40.0,318.8,-90.0
1233136,60.0,319.0,-90.0
1233136,80.0,318.9,-90.0
1233136,100.0,320.2,-90.0
1233136,120.0,320.0,-90.0
1233136,140.0,320.3,-90.0
1233136,160.0,320.2,-90.0
1233136,180.0,321.4,-90.0
1233137,0.0,316.7,-59.57
1233137,20.0,318.1,-90.0
1233137,40.0,319.8,-90.0
1233137,60.0,321.7,-90.0
1233137,80.0,322.8,-90.0
1233137,100.0,323.9,-90.0
1233137,120.0,324.8,-90.0
1233137,140.0,324.6,-90.0
1233137,160.0,324.2,-90.0
1233137,180.0,324.5,-90.0
1233137,200.0,326.2,-90.0
1233137,220.0,326.5,-90.0
1233137,240.0,328.6,-90.0
1233137,260.0,326.5,-90.0
1233138,0.0,0.0,-89.18
1233138,20.0,0.0,-90.0
1233138,40.0,0.0,-90.0
1233138,60.0,0.0,-90.0
1233138,80.0,0.0,-90.0
1233138,100.0,0.0,-90.0
1233138,120.0,0.0,-90.0
1233138,140.0,0.0,-90.0
1233138,148.0,0.0,-90.0
1233139,0.0,0.0,-90.0
1233140,0.0,0.0,-87.89
1233140,20.0,0.0,-90.0
1233140,40.0,0.0,-90.0
1233140,60.0,0.0,-90.0
1233140,80.0,0.0,-90.0
1233140,100.0,0.0,-90.0
1233140,120.0,0.0,-90.0
1233140,140.0,0.0,-90.0
1233140,160.0,0.0,-90.0
1233141,0.0,218.1,-88.93
1233141,20.0,201.2,-90.0
1233141,40.0,175.3,-90.0
1233141,60.0,163.5,-90.0
1233141,80.0,157.8,-90.0
1233141,100.0,151.3,-90.0
1233141,120.0,150.9,-90.0
1233141,140.0,139.5,-90.0
1233141,160.0,138.0,-90.0
1233141,175.0,131.6,-90.0
1233142,0.0,0.0,-87.94
1233142,20.0,0.0,-90.0
1233142,40.0,0.0,-90.0
1233142,60.0,0.0,-90.0
1233142,80.0,0.0,-90.0
1233142,100.0,0.0,-90.0
1233142,120.0,0.0,-90.0
1233142,140.0,0.0,-90.0
1233142,160.0,0.0,-90.0
1233142,165.0,0.0,-90.0
1233143,0.0,0.0,-89.45
1233143,5.0,0.0,-90.0
1233143,10.0,0.0,-90.0
1233143,15.0,0.0,-90.0
1233143,20.0,0.0,-90.0
1233143,25.0,0.0,-90.0
1233143,30.0,0.0,-90.0
1233143,35.0,0.0,-90.0
1233143,40.0,0.0,-90.0
1233143,45.0,0.0,-90.0
1233144,0.0,0.0,-88.24
1233144,20.0,0.0,-90.0
1233144,40.0,0.0,-90.0
1233144,60.0,0.0,-90.0
1233144,80.0,0.0,-90.0
1233144,100.0,0.0,-90.0
1233144,120.0,0.0,-90.0
1233144,140.0,0.0,-90.0
1233144,160.0,0.0,-90.0
1233145,0.0,0.0,-87.9
1233145,5.0,0.0,-90.0
1233145,10.0,0.0,-90.0
1233145,15.0,0.0,-90.0
1233145,20.0,0.0,-90.0
1233145,25.0,0.0,-90.0
1233145,30.0,0.0,-90.0
1233145,35.0,0.0,-90.0
1233145,40.0,0.0,-90.0
1233145,45.0,0.0,-90.0
1233145,50.0,0.0,-90.0
1233146,0.0,0.0,-87.47
1233146,20.0,0.0,-90.0
1233146,40.0,0.0,-90.0
1233146,60.0,0.0,-90.0
1233146,80.0,0.0,-90.0
1233146,100.0,0.0,-90.0
1233146,120.0,0.0,-90.0
1233146,140.0,0.0,-90.0
1233146,160.0,0.0,-90.0
1233147,0.0,0.0,-90.0
1233148,0.0,0.0,-88.91
1233148,20.0,0.0,-90.0
1233148,40.0,0.0,-90.0
1233148,60.0,0.0,-90.0
1233148,80.0,0.0,-90.0
1233148,100.0,0.0,-90.0
1233148,120.0,0.0,-90.0
1233148,140.0,0.0,-90.0
1233148,160.0,0.0,-90.0
1233149,0.0,0.0,-89.84
1233149,10.0,0.0,-90.0
1233149,20.0,0.0,-90.0
1233149,30.0,0.0,-90.0
1233149,40.0,0.0,-90.0
1233149,50.0,0.0,-90.0
1233149,60.0,0.0,-90.0
1233149,70.0,0.0,-90.0
