,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,Score,Level 2,Level 1,CET_Litho
273,1621,1233109,12,16,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
274,1621,1233212,372,375.1,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
275,1621,1233099,444,449,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
276,1621,1233100,0,6,SIF,Banded iron formation,71,unclassified rock,unclassified_rock,Other
277,1621,1233213,213,214,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
278,1621,1233121,52,55,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
279,1621,1233210,14,22,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
280,1621,1233216,122,127,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
281,1621,1233301,76,83,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
282,1621,1233211,358,366.8,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
283,1621,1233211,262,263,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
284,1621,1233215,77,78,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
285,1621,1233113,48,54,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
286,1621,1233099,433,438.9,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
287,1621,1233290,44,46,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
288,1621,1233259,99,109,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
289,1621,1233135,28,39,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
290,1621,1233217,70,71,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
291,1621,1233267,54,73,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
292,1621,1233210,214,218,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
293,1621,1233207,14,15,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
294,1621,1233216,128,130,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
295,1621,1233224,73,75,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
296,1621,1233216,483,485.13,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
297,1621,1233172,30,41,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
298,1621,1233141,18,19,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
299,1621,1233222,206,231,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
300,1621,1233222,172,177,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
301,1621,1233216,100,109,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
302,1621,1233105,127,130,Sif,iron-formation,69,unclassified rock,unclassified_rock,Other
