attributecolumn
COMMENTS
Comments
CommentsCommentsC
DESCR
"DESCRIPTION:  lithology, texture, hardness, grain size, shale, discontinuities, weathering, alteration, core state"
"Sample description (rock type, grain size, % and colour)     "
Alt Desc2
Alt_Comments
ALT_COMMENTS
ALT_DESC
AltComments
AlterationCode COMMENTS
ALTN_COMMENTS
BOH Geological Description
Bottom_of_hole_description
BR_DESCRIPTION
BRECCIA_CLAST_DESCR
BrecciaTypeDesc
ClComments
code description.
CODESCHEME
Col_Desc
Colour and comments
Colour Descr
Colour_Description
colour_description
Colour_description
Comm
comm
COMM
COMMEN
comment
COMMENT
Comment
COMMENT  1
COMMENT  2
COMMENT  3
COMMENT  4
Comment _1
Comment _2
Comment 1
Comment 2
COMMENT_1
Comment_1
Comment_100
Comment_101
Comment_102
Comment_103
Comment_104
Comment_105
Comment_106
Comment_107
Comment_108
COMMENT_2
Comment_2
COMMENT_3
COMMENT_4
COMMENT_5
Comment_continue
Comment_continue_100
Comment1
Comment2
COMMENT2
Comment3
Comment4
Commente
Comments
comments
COMMENTS
COMMENTs
COMMENTS  C 20  0
COMMENTS  C 30  0
COMMENTS  C 40  0
Comments (ie other significant minerals etc.)
Comments (Note: LCA = Angle to Long Core Axis)
Comments a
Comments Geology
Comments_
Comments_1
COMMENTS_1
COMMENTS_100
Comments_100
COMMENTS_101
COMMENTS_102
Comments_2
Comments_3
Comments_4
Comments_5
Comments_6
Comments_7
Comments_Continue
Comments_continue
COMMENTS_continue
COMMENTS_continue_100
COMMENTS_continue_101
COMMENTS_dmp1
COMMENTS_dmp2
Comments_extension
Comments_GC_IO
Comments_Geol
Comments_IO
comments_lith
Comments_WSA
Comments1
COMMENTS1
Comments2
COMMENTS2
Comments255
COMMENTS3
COMMENTS4
Comments40
CommentsMore
Commnets
CoreLossComment
CoreStateComment
D_stLITHCOMMENTS
Data_Entry_Comments2
Deform_Comments
DESC
Desc
Desc 1
Desc 2
Desc 3
DESC_1
Desc_1
DESC_1_IO
Desc_2
DESC_2
DESC_2_IO
DESC_3
DESC_3_IO
Desc1
DESC1
Desc11
Desc12
Desc13
Desc14
Desc15
Desc16
Desc17
Desc18
Desc2
DESC2
Desc21
Desc22
Desc24
Desc25
Desc26
Desc27
Desc3
Desc31
Desc32
Desciption
DescLith2
DescMajor
DescMin1
DescMin2
DescPrimeLith1
DescPrimeLith2
Descr
DESCR
Descrip
Descrip001
Descript
DESCRIPTIO
Descriptio
description
DESCRIPTION
Description
Description Code
Description of major unit
description(continue)
Description.
DESCRIPTION/COMMENT
Description/Notes
Description_1
Description_2
Description_3
Description_4
Description_5
Description_Comments
DESCRIPTION_COMMENTS
DESCRIPTION_continue
description_continue
Description_continue
Description_of_Rock_Chips
Description1
Descriptions
Descriptive geology log
DESCRIPTN
Descripton
Descriptor
Descriptor1
Descriptor2
Descrition
descritpion
DescrMajor
DescrMin1
DescrMin2
Desription_Comments
DHGEOL_COMMENTS
Drill Chip Description
Drill_Log_Description
Drilling_comments
DUNHAM_DESC_1
DUNHAM_DESC_2
DUNHAM_DESC_3
Field Description
Field_description
Fracture_Description
Full Description
G_Comments
G_Description
GCOMMENT
GComment
GComments
GCOMMENTS
GE_COMMENTS
Ge0_Commments
Gen_Desc1
Gen_Desc2
General Comments
General Description
Geo Comment
Geo_Comments
GEO_DESC
Geo_Desc
Geo_description
Geo_Description
GeoComm
GeoComment
Geocomments
GeoComments
Geol DescriptionGeol1
GEOL_COMMENTS
GEOL_Comments
Geol_Comments
Geol_comments
Geol_Desc
Geol_Description
GEOL_LITH_Comments
GEOLCOMM
GEOLCOMMENT
GeolComment
GeolComments
GeolComments_100
GeolComments_101
GeolComments_102
GeolComments2
GeolDescr
GEOLDESCR
GEOLDESCRIPTION
GeolDescription
GEOLDESCRIPTION_2
GeolEvent_Comments
Geological Description
GEOLOGICAL DESCRIPTION
Geology Comment
Geology Comments
Geology Description
Geology_comments
Geology_description
Geology_Description
GEOLOGYCOMMENT
GeologyComment
GeologyComments
GeotechComment
H2O_Description
HIST_LITH_COMMENTS
INTRCPT_COMMENT
L_COMMENT
LAB_COMMENTS
LITH COMMENT
LITH DESC 1
LITH DESC 2
Lith Description
Lith Descriptor
Lith_1_Descriptive
lith_2_desc
LITH_BIGCOMMENTS
lith_comme
Lith_comment
lith_comment
Lith_Comment
LITH_COMMENT
LITH_COMMENTS
Lith_comments
Lith_Comments
Lith_Desc
lith_desc
Lith_desc
Lith_descr
Lith_Description
Lith_Historic_Description
lith1 desc1
lith1 desc2
lith1 desc3
Lith1_Alias_Desc
Lith1_Comments
lith-1_desc
lith1_desc1
lith1_desc2
lith1_desc3
lith2 desc1
lith2 desc2
lith2 desc3
Lith2_Comments
lith2_desc2
LITHCOMMEN
LithCommen
LithComment
LITHCOMMENT
LithComment_D
LITHCOMMENTS
LithComments
Lithcomments
LithDesc
LithDescription
Litho_Comment
Litho_Description
LithoComments
LITHOLOGICAL DESCRIPTIONS
Lithology 1_Descr
Lithology and Description
Lithology and description
Lithology and Description (Max 255 charactors)
Lithology comm
Lithology comment
Lithology Description
Lithology Description 1
Lithology Description 2
Lithology Description 3
Lithology Description in Logs
Lithology Detailed Description
Lithology/Comments
Lithology_comm
LITHOLOGY_COMMENT
Lithology_Comments
Lithology_comments
Lithology_description
Lithology_description1
Lithology_description2
Lithology_Long_Comm
Lithology1_Descriptive
LithologyDesc
LithologyDescription
Long_Description
Lthology Description
Ltih Description
Ltih_Description
MAGSUS_COMMENT
Maj Col Desc
Maj_Comments
Major Desc
Major_Alteration_Intensity_Desctription
Major_Alteration_Qualifier_Description
major_description
Major_Rock_Description
MajorRockDescription
Material_Description
MComment
Min1_desc
Min2_desc
MinComments
Mineral 1 Description
Mineralisation comm
Mineralisation Description
Mineralisation_comm
Mineralog Desc
Minor_Alteration_Intensity_Desctription
Minor_Rock_Description
MinorRockDescription
MN_DESCRIPTION
Mz_Descrip
Observation Description
Ore_Style_Desc
Petrographic Description (Townend Laboratory)
Phys_Comment
PRIM_DESCP
Primary Description
Primary_Description
PRIM-DESCP
Project_Description
R1COMMENTS
Reg_Desc
Reg_descr
REGOLITH_COMMENTS
Rock Chip Comments
Rock chips description
Rock Description
Rock Type & Description
ROCK_COMMENTS
Rock_Description
ROCK_DESCRIPTION
Rock_Mineralogy_Description
Rock1_Description
RockCodeScheme
Roughness_Description
Sachet_Comment
SACHET_COMMENTS
SachetComments
SAMP_DESCR
SAMP_DESCRC
Sample_Desc
Sample_Description
Sample_description
Secondary _comment
Sedimentary structure comment
SQLRockCode_Description
SQLRockStructure_Description
SQLWeathering_Description
ST_DESCRIPTION
Strat_Desc
StrComments
Strength_Description
Stru_Comments
STRUCT_COMMENTS
StructComment
Structure comments
Structure_comm
SULPH_COMMENTS
SulphidesContent
SurveyComment
Symbol_description
tblDHAlteration.Comments
Texture_Comments
V_Comments
Validated_Comments
ValidationComment
Vein_Comments
VEINING_COMMENTS
Vn_Comments
W_Comments
WEATHERING_COMMENT
