"id","dhgeologyid","attributecolumn","attributevalue","modifieddate","modifiedby","mrtdetailid","id-2","collarid","fromdepth","todepth","units","accuracy","modifieddate-2","modifiedby-2","mrtfileid"
"86487781",11471527,"Mineralisation1","cly",NULL,NULL,511775,11471527,792838,"75","76",NULL,NULL,NULL,NULL,22458
"86487780",11471527,"Grain","fg",NULL,NULL,511774,11471527,792838,"75","76",NULL,NULL,NULL,NULL,22458
"86487779",11471527,"Lithology1","Ssh",NULL,NULL,511772,11471527,792838,"75","76",NULL,NULL,NULL,NULL,22458
"86487778",11471527,"Regolith","Lsf",NULL,NULL,511771,11471527,792838,"75","76",NULL,NULL,NULL,NULL,22458
"86487777",11471527,"Colour","dgybk",NULL,NULL,511769,11471527,792838,"75","76",NULL,NULL,NULL,NULL,22458
"86488482",11471620,"Comments","yellow bands /act xtals; trace pyrrhotite occurs typically as mm scale foliations parallel to bedding",NULL,NULL,511786,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488481",11471620,"Texture","bed",NULL,NULL,511779,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488480",11471620,"Structure","fol",NULL,NULL,511778,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488479",11471620,"Mineralisation3","aeg",NULL,NULL,511777,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488478",11471620,"Mineralisation2","act",NULL,NULL,511776,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488477",11471620,"Mineralisation1","mnt",NULL,NULL,511775,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488476",11471620,"Lithology2","Ssq",NULL,NULL,511773,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488475",11471620,"Lithology1","Sif",NULL,NULL,511772,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"86488474",11471620,"Colour","gngy",NULL,NULL,511769,11471620,792839,"142.6","158.75",NULL,NULL,NULL,NULL,22458
"223131714",29938020,"Comments","NS",NULL,NULL,1316921,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131713",29938020,"Vein1","NS",NULL,NULL,1316919,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131712",29938020,"Strength","NS",NULL,NULL,1316918,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131711",29938020,"WATER","NS",NULL,NULL,1316917,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131710",29938020,"Samp_Qual","NS",NULL,NULL,1316916,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131709",29938020,"Structure","NS",NULL,NULL,1316915,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131708",29938020,"Sulph1","NS",NULL,NULL,1316909,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131707",29938020,"Alt1","NS",NULL,NULL,1316905,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131706",29938020,"Mineralogy_1","NS",NULL,NULL,1316900,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131705",29938020,"Text1","NS",NULL,NULL,1316898,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131704",29938020,"Col_1","NS",NULL,NULL,1316896,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131703",29938020,"Weathering_Profile","NS",NULL,NULL,1316893,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131702",29938020,"Weathering_Oxide","NS",NULL,NULL,1316892,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131701",29938020,"Lith3","-",NULL,NULL,1316891,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131700",29938020,"Lith2","-",NULL,NULL,1316890,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131699",29938020,"Lith1","NS",NULL,NULL,1316889,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"223131698",29938020,"DataSet","SSTONE",NULL,NULL,1316885,29938020,1805583,"51.9","52.6",NULL,NULL,NULL,NULL,56116
"20533759",2537880,"Prospect","Silverstone",NULL,NULL,116915,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533758",2537880,"Comments","siltstone and minor qtz veinin",NULL,NULL,116914,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533757",2537880,"Vein1 %","3",NULL,NULL,116912,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533756",2537880,"Vein1","qz",NULL,NULL,116911,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533755",2537880,"Structure_Intensity","M",NULL,NULL,116908,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533754",2537880,"Structure","fo",NULL,NULL,116907,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533753",2537880,"Mineralisation3","cy",NULL,NULL,116902,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533752",2537880,"Mineralisation2","ch",NULL,NULL,116901,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533751",2537880,"Mineralisation1","qz",NULL,NULL,116900,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533750",2537880,"Colour","gnbn",NULL,NULL,116899,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533749",2537880,"Grain_Size","vfg",NULL,NULL,116898,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533748",2537880,"Lithology1","Ass",NULL,NULL,116896,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533747",2537880,"Regolith","Ls",NULL,NULL,116895,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"20533746",2537880,"Weathering_Intensity","mw",NULL,NULL,116894,2537880,153804,"76","77",NULL,NULL,NULL,NULL,5255
"62808516",8094555,"H2O","d",NULL,NULL,373143,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808515",8094555,"SQ","g",NULL,NULL,373142,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808514",8094555,"Text","bdd",NULL,NULL,373129,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808513",8094555,"Min3","mnt",NULL,NULL,373112,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808512",8094555,"Min2","sil",NULL,NULL,373110,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808511",8094555,"Min1","cly",NULL,NULL,373108,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808510",8094555,"Colour1","brgy",NULL,NULL,373107,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808509",8094555,"Gsize","fg",NULL,NULL,373106,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808508",8094555,"Fe_Est_Grade","l",NULL,NULL,373105,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808507",8094555,"Lith2","Sif",NULL,NULL,373102,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808506",8094555,"Lith1","Ssh",NULL,NULL,373101,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"62808505",8094555,"Reg","Lkf",NULL,NULL,373100,8094555,548922,"3","9",NULL,NULL,NULL,NULL,16206
"86505095",11473481,"Comments","Bonded Red Chent BIF",NULL,NULL,511786,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505094",11473481,"Vein1%","1",NULL,NULL,511781,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505093",11473481,"Vein1","qtz",NULL,NULL,511780,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505092",11473481,"Mineralisation1","mnt",NULL,NULL,511775,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505091",11473481,"Grain","fg",NULL,NULL,511774,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505090",11473481,"Lithology1","Sif",NULL,NULL,511772,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"86505089",11473481,"Regolith","fr",NULL,NULL,511771,11473481,792873,"117","118",NULL,NULL,NULL,NULL,22458
"138590795",18818765,"H2O","d",NULL,NULL,867355,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590794",18818765,"SQ","g",NULL,NULL,867354,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590793",18818765,"Vn1pc","5",NULL,NULL,867344,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590792",18818765,"Vn1","qtz",NULL,NULL,867343,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590791",18818765,"Text","bdd",NULL,NULL,867341,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590790",18818765,"Min4","hem",NULL,NULL,867326,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590789",18818765,"Min3","amp",NULL,NULL,867324,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590788",18818765,"Min2","sil",NULL,NULL,867322,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590787",18818765,"Min1","mnt",NULL,NULL,867320,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590786",18818765,"Colour1","gyrd",NULL,NULL,867319,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590785",18818765,"Gsize","fg",NULL,NULL,867318,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"138590784",18818765,"Lith1","Sif",NULL,NULL,867313,18818765,1233213,"225","226",NULL,NULL,NULL,NULL,37131
"32260962",4397767,"Comments","shale",NULL,NULL,262833,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"32260961",4397767,"Texture","mas",NULL,NULL,262822,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"32260960",4397767,"Mineralisation1","cly",NULL,NULL,262811,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"32260959",4397767,"Lithology1","Md",NULL,NULL,262805,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"32260958",4397767,"Regolith","Lks",NULL,NULL,262804,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"32260957",4397767,"Colour","gy",NULL,NULL,262802,4397767,323381,"26","94",NULL,NULL,NULL,NULL,11198
"223123667",29937483,"WATER","WE",NULL,NULL,1316917,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123666",29937483,"Samp_Qual","PS",NULL,NULL,1316916,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123665",29937483,"Alt1","CB",NULL,NULL,1316905,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123664",29937483,"Mineralogy_3","CB",NULL,NULL,1316902,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123663",29937483,"Mineralogy_2","PX",NULL,NULL,1316901,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123662",29937483,"Mineralogy_1","KF",NULL,NULL,1316900,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123661",29937483,"Text2","FO",NULL,NULL,1316899,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123660",29937483,"Text1","MG",NULL,NULL,1316898,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123659",29937483,"Colour_Int","GN",NULL,NULL,1316895,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123658",29937483,"Colour_Plot","GN",NULL,NULL,1316894,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123657",29937483,"Weathering_Profile","F",NULL,NULL,1316893,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123656",29937483,"Weathering_Oxide","F",NULL,NULL,1316892,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123655",29937483,"Lith3","-",NULL,NULL,1316891,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123654",29937483,"Lith2","AU",NULL,NULL,1316890,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123653",29937483,"Lith1","AOD",NULL,NULL,1316889,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"223123652",29937483,"DataSet","M1",NULL,NULL,1316885,29937483,1805557,"127","128",NULL,NULL,NULL,NULL,56116
"86493349",11472143,"Texture","bnd",NULL,NULL,511779,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493348",11472143,"Mineralisation3","mnt",NULL,NULL,511777,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493347",11472143,"Mineralisation2","qtz",NULL,NULL,511776,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493346",11472143,"Mineralisation1","hem",NULL,NULL,511775,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493345",11472143,"Grain","fg",NULL,NULL,511774,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493344",11472143,"Lithology1","Sif",NULL,NULL,511772,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493343",11472143,"Regolith","Lkf",NULL,NULL,511771,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86493342",11472143,"Colour","br",NULL,NULL,511769,11472143,792849,"31","40",NULL,NULL,NULL,NULL,22458
"86501979",11473105,"Comments","Magnetic",NULL,NULL,511786,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501978",11473105,"H2O","d",NULL,NULL,511785,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501977",11473105,"SQ","g",NULL,NULL,511784,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501976",11473105,"Structure","mas",NULL,NULL,511778,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501975",11473105,"Mineralisation3","qtz",NULL,NULL,511777,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501974",11473105,"Mineralisation2","sil",NULL,NULL,511776,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501973",11473105,"Mineralisation1","mnt",NULL,NULL,511775,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501972",11473105,"Grain","Fg",NULL,NULL,511774,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501971",11473105,"Lithology1","Sif",NULL,NULL,511772,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501970",11473105,"Regolith","fr",NULL,NULL,511771,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"86501969",11473105,"Colour","gy   ",NULL,NULL,511769,11473105,792867,"53","60",NULL,NULL,NULL,NULL,22458
"223156808",29939613,"Strength","EL",NULL,NULL,1316918,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156807",29939613,"WATER","DR",NULL,NULL,1316917,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156806",29939613,"Samp_Qual","GS",NULL,NULL,1316916,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156805",29939613,"Alt1","CY",NULL,NULL,1316905,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156804",29939613,"Mineralogy_3","GO",NULL,NULL,1316902,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156803",29939613,"Mineralogy_2","CB",NULL,NULL,1316901,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156802",29939613,"Mineralogy_1","CY",NULL,NULL,1316900,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156801",29939613,"Col_2","YW",NULL,NULL,1316897,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156800",29939613,"Col_1","BN",NULL,NULL,1316896,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156799",29939613,"Weathering_Profile","US",NULL,NULL,1316893,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156798",29939613,"Weathering_Oxide","EW",NULL,NULL,1316892,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156797",29939613,"Lith3","-",NULL,NULL,1316891,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156796",29939613,"Lith2","-",NULL,NULL,1316890,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156795",29939613,"Lith1","AO",NULL,NULL,1316889,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"223156794",29939613,"DataSet","WINDDINE",NULL,NULL,1316885,29939613,1805601,"35","36",NULL,NULL,NULL,NULL,56116
"186383777",24743049,"Alt Des2","4P",NULL,NULL,1119794,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383776",24743049,"Alt Min2","HM",NULL,NULL,1119793,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383775",24743049,"Alt Des1","4P",NULL,NULL,1119792,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383774",24743049,"Alt Min1","SK",NULL,NULL,1119791,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383773",24743049,"Hardness","H",NULL,NULL,1119781,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383772",24743049,"Weathering","M",NULL,NULL,1119780,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383771",24743049,"Grainsize","F",NULL,NULL,1119779,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383770",24743049,"Colour","2BR",NULL,NULL,1119778,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186383769",24743049,"Lithology1","BIF",NULL,NULL,1119772,24743049,1547573,"95","96",NULL,NULL,NULL,NULL,47515
"186404705",24745627,"Alt Des1","1P",NULL,NULL,1119792,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404704",24745627,"Alt Min1","CL",NULL,NULL,1119791,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404703",24745627,"Hardness","S",NULL,NULL,1119781,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404702",24745627,"Weathering","H",NULL,NULL,1119780,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404701",24745627,"Grainsize","F",NULL,NULL,1119779,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404700",24745627,"Colour","2BR",NULL,NULL,1119778,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404699",24745627,"Texture1","LM",NULL,NULL,1119773,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"186404698",24745627,"Lithology1","SSH",NULL,NULL,1119772,24745627,1547603,"77","78",NULL,NULL,NULL,NULL,47515
"129536919",17355302,"Comments","""strongly brecciated , serpentinite.  """,NULL,NULL,792336,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536918",17355302,"Structure Intensity","s",NULL,NULL,792327,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536917",17355302,"Structure","fol",NULL,NULL,792326,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536916",17355302,"Mineralisation3","tlc",NULL,NULL,792319,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536915",17355302,"Mineralisation2","srp",NULL,NULL,792318,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536914",17355302,"Mineralisation1","srp",NULL,NULL,792317,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536913",17355302,"Colour","gn   ",NULL,NULL,792316,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536912",17355302,"Grain Size","fg  ",NULL,NULL,792315,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536911",17355302,"Lithology 1","Aus  ",NULL,NULL,792313,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536910",17355302,"Regolith","Fr ",NULL,NULL,792312,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"129536909",17355302,"Weathering Intensity","fr      ",NULL,NULL,792311,17355302,1146528,"276","279.4",NULL,NULL,NULL,NULL,33853
"223133179",29938110,"Strength","M",NULL,NULL,1316918,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133178",29938110,"WATER","DR",NULL,NULL,1316917,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133177",29938110,"Mineralogy_2","CY",NULL,NULL,1316901,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133176",29938110,"Mineralogy_1","KF",NULL,NULL,1316900,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133175",29938110,"Text1","MG",NULL,NULL,1316898,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133174",29938110,"Col_2","Bl",NULL,NULL,1316897,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133173",29938110,"Col_1","GN",NULL,NULL,1316896,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133172",29938110,"Weathering_Profile","SR",NULL,NULL,1316893,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133171",29938110,"Weathering_Oxide","SW",NULL,NULL,1316892,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133170",29938110,"Lith3","-",NULL,NULL,1316891,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133169",29938110,"Lith2","-",NULL,NULL,1316890,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133168",29938110,"Lith1","AU",NULL,NULL,1316889,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"223133167",29938110,"DataSet","SSTONE",NULL,NULL,1316885,29938110,1805584,"33","34",NULL,NULL,NULL,NULL,56116
"138606104",18820401,"H2O","d",NULL,NULL,867355,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606103",18820401,"SQ","g",NULL,NULL,867354,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606102",18820401,"Text","bdn",NULL,NULL,867341,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606101",18820401,"Min4","mnt",NULL,NULL,867326,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606100",18820401,"Min3","cly",NULL,NULL,867324,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606099",18820401,"Min2","goe",NULL,NULL,867322,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606098",18820401,"Min1","sil",NULL,NULL,867320,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606097",18820401,"Colour1","gn",NULL,NULL,867319,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606096",18820401,"Gsize","fg",NULL,NULL,867318,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606095",18820401,"Fe_Est_Grade","l",NULL,NULL,867317,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606094",18820401,"Lith2","Ssh",NULL,NULL,867314,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606093",18820401,"Lith1","Sif",NULL,NULL,867313,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"138606092",18820401,"Reg","Lsf",NULL,NULL,867312,18820401,1233269,"95","98",NULL,NULL,NULL,NULL,37131
"208370962",27459787,"MAPINFO_ID","867245",NULL,NULL,1230427,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370961",27459787,"Comments","NS",NULL,NULL,1230425,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370960",27459787,"Flag","NS",NULL,NULL,1230424,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370959",27459787,"Vein1","NS",NULL,NULL,1230420,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370958",27459787,"Strength","NS",NULL,NULL,1230419,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370957",27459787,"WATER","NS",NULL,NULL,1230418,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370956",27459787,"Samp_Qual","NS",NULL,NULL,1230417,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370955",27459787,"Structure","NS",NULL,NULL,1230416,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370954",27459787,"Sulph1","NS",NULL,NULL,1230410,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370953",27459787,"Alt1","NS",NULL,NULL,1230406,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370952",27459787,"Mineralogy_1","NS",NULL,NULL,1230401,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370951",27459787,"Text1","NS",NULL,NULL,1230399,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370950",27459787,"Col_1","NS",NULL,NULL,1230397,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370949",27459787,"Regolith_Profile","SR",NULL,NULL,1230394,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370948",27459787,"Weathering_Oxide","SW",NULL,NULL,1230393,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370947",27459787,"Code_System","GBG",NULL,NULL,1230392,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370946",27459787,"Lith3","-",NULL,NULL,1230391,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370945",27459787,"Lith2","-",NULL,NULL,1230390,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370944",27459787,"Lith1","NS",NULL,NULL,1230389,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370943",27459787,"RockPlot","NS",NULL,NULL,1230388,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370942",27459787,"Priority","0",NULL,NULL,1230387,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208370941",27459787,"DataSet","WINDDINE",NULL,NULL,1230383,27459787,1664819,"85.4","85.8",NULL,NULL,NULL,NULL,52171
"208384748",27460431,"MAPINFO_ID","869064",NULL,NULL,1230427,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384747",27460431,"WATER","DA",NULL,NULL,1230418,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384746",27460431,"Samp_Qual","GS",NULL,NULL,1230417,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384745",27460431,"Alt1_INT","s",NULL,NULL,1230407,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384744",27460431,"Alt1","HM",NULL,NULL,1230406,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384743",27460431,"Mineralogy_4","GR",NULL,NULL,1230404,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384742",27460431,"Mineralogy_3","CH",NULL,NULL,1230403,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384741",27460431,"Mineralogy_2","SI",NULL,NULL,1230402,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384740",27460431,"Mineralogy_1","HM",NULL,NULL,1230401,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
"208384739",27460431,"Text2","SH",NULL,NULL,1230400,27460431,1664824,"67","68",NULL,NULL,NULL,NULL,52171
