"id","dhgeologyid","attributecolumn","attributevalue","modifieddate","modifiedby","mrtdetailid","id-2","collarid","fromdepth","todepth","units","accuracy","modifieddate-2","modifiedby-2","mrtfileid"
"20549845",2539219,"Prospect","Silverstone",NULL,NULL,116915,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549844",2539219,"Alteration1","ch",NULL,NULL,116903,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549843",2539219,"Mineralisation2","qz",NULL,NULL,116901,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549842",2539219,"Mineralisation1","si",NULL,NULL,116900,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549841",2539219,"Colour","gy",NULL,NULL,116899,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549840",2539219,"Grain_Size","vfg",NULL,NULL,116898,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549839",2539219,"Lithology1","Ash",NULL,NULL,116896,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549838",2539219,"Regolith","Ls",NULL,NULL,116895,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"20549837",2539219,"Weathering_Intensity","sw",NULL,NULL,116894,2539219,153834,"131","132",NULL,NULL,NULL,NULL,5255
"138602562",18820047,"Comments","irregular sub parallel with pyrite; with 10;20% pale yellow green weakly magnetic inclusions; at 148.6 ; 148.85 have up to 20$ solid arsenopyrite with 4 % pyrite; ",NULL,NULL,867356,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602561",18820047,"Slf2pc","5",NULL,NULL,867350,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602560",18820047,"Slf2","apy",NULL,NULL,867349,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602559",18820047,"Slf1pc","2",NULL,NULL,867348,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602558",18820047,"Slf1","pyr",NULL,NULL,867347,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602557",18820047,"Min1","qtz",NULL,NULL,867320,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602556",18820047,"Colour1","wh",NULL,NULL,867319,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602555",18820047,"Gsize","mg",NULL,NULL,867318,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"138602554",18820047,"Lith1","Vq",NULL,NULL,867313,18820047,1233236,"147.6","148.85",NULL,NULL,NULL,NULL,37131
"186375632",24742132,"Alt Des1","2P",NULL,NULL,1119792,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375631",24742132,"Alt Min1","TC",NULL,NULL,1119791,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375630",24742132,"Hardness","S",NULL,NULL,1119781,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375629",24742132,"Weathering","M",NULL,NULL,1119780,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375628",24742132,"Grainsize","F",NULL,NULL,1119779,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375627",24742132,"Colour","1GR",NULL,NULL,1119778,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375626",24742132,"Structure Intensity","4",NULL,NULL,1119777,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375625",24742132,"Structure Texture","SH",NULL,NULL,1119776,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"186375624",24742132,"Lithology1","UTC",NULL,NULL,1119772,24742132,1547563,"79","80",NULL,NULL,NULL,NULL,47515
"239518226",32315609,"m1","QZ",NULL,NULL,1423116,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518225",32315609,"pc_m1","2",NULL,NULL,1423115,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518224",32315609,"s_m1","AG",NULL,NULL,1423114,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518223",32315609,"t_p","SOF",NULL,NULL,1423108,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518222",32315609,"rck1","RLC",NULL,NULL,1423105,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518221",32315609,"co1","BG",NULL,NULL,1423102,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518220",32315609,"cv1","M",NULL,NULL,1423101,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518219",32315609,"wt","S",NULL,NULL,1423100,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"239518218",32315609,"DataSet","SILVERSTONE",NULL,NULL,1423095,32315609,1987233,"24","31",NULL,NULL,NULL,NULL,61088
"86502995",11473219,"H2O","d",NULL,NULL,511785,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502994",11473219,"SQ","G",NULL,NULL,511784,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502993",11473219,"Texture","sch",NULL,NULL,511779,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502992",11473219,"Mineralisation3","mic",NULL,NULL,511777,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502991",11473219,"Mineralisation2","goe",NULL,NULL,511776,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502990",11473219,"Mineralisation1","cly",NULL,NULL,511775,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502989",11473219,"Grain","fg",NULL,NULL,511774,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502988",11473219,"Lithology1","Ssh",NULL,NULL,511772,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502987",11473219,"Regolith","Lk",NULL,NULL,511771,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"86502986",11473219,"Colour","br",NULL,NULL,511769,11473219,792869,"41","42",NULL,NULL,NULL,NULL,22458
"186381253",24742736,"Alt Des3","1D",NULL,NULL,1119796,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381252",24742736,"Alt Min3","GO",NULL,NULL,1119795,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381251",24742736,"Alt Des2","1D",NULL,NULL,1119794,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381250",24742736,"Alt Min2","CH",NULL,NULL,1119793,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381249",24742736,"Alt Des1","1D",NULL,NULL,1119792,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381248",24742736,"Alt Min1","TC",NULL,NULL,1119791,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381247",24742736,"Hardness","M",NULL,NULL,1119781,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381246",24742736,"Weathering","M",NULL,NULL,1119780,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381245",24742736,"Grainsize","F",NULL,NULL,1119779,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381244",24742736,"Colour","2BR",NULL,NULL,1119778,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381243",24742736,"Texture1","FO",NULL,NULL,1119773,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186381242",24742736,"Lithology1","UTC",NULL,NULL,1119772,24742736,1547570,"73","74",NULL,NULL,NULL,NULL,47515
"186394747",24744410,"Hardness","M",NULL,NULL,1119781,24744410,1547588,"119","120",NULL,NULL,NULL,NULL,47515
"186394746",24744410,"Weathering","F",NULL,NULL,1119780,24744410,1547588,"119","120",NULL,NULL,NULL,NULL,47515
"186394745",24744410,"Grainsize","F",NULL,NULL,1119779,24744410,1547588,"119","120",NULL,NULL,NULL,NULL,47515
"186394744",24744410,"Colour","BL",NULL,NULL,1119778,24744410,1547588,"119","120",NULL,NULL,NULL,NULL,47515
"186394743",24744410,"Lithology1","SBS",NULL,NULL,1119772,24744410,1547588,"119","120",NULL,NULL,NULL,NULL,47515
"223099624",29936090,"Strength","VH",NULL,NULL,1316918,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099623",29936090,"Structure","WFO",NULL,NULL,1316915,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099622",29936090,"Alt2_INT","W",NULL,NULL,1316908,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099621",29936090,"Alt2","SI",NULL,NULL,1316907,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099620",29936090,"Alt1_INT","W",NULL,NULL,1316906,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099619",29936090,"Alt1","HM",NULL,NULL,1316905,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099618",29936090,"Mineralogy_4","SI",NULL,NULL,1316903,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099617",29936090,"Mineralogy_3","HM",NULL,NULL,1316902,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099616",29936090,"Mineralogy_2","CY",NULL,NULL,1316901,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099615",29936090,"Mineralogy_1","CH",NULL,NULL,1316900,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099614",29936090,"Text2","FO",NULL,NULL,1316899,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099613",29936090,"Text1","LM",NULL,NULL,1316898,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099612",29936090,"Col_2","TN",NULL,NULL,1316897,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099611",29936090,"Col_1","GY",NULL,NULL,1316896,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099610",29936090,"Colour_Int","L",NULL,NULL,1316895,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099609",29936090,"Colour_Plot","LGYTN",NULL,NULL,1316894,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099608",29936090,"Weathering_Profile","F",NULL,NULL,1316893,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099607",29936090,"Weathering_Oxide","SW",NULL,NULL,1316892,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099606",29936090,"Lith3","-",NULL,NULL,1316891,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099605",29936090,"Lith2","-",NULL,NULL,1316890,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099604",29936090,"Lith1","AU",NULL,NULL,1316889,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"223099603",29936090,"DataSet","M1",NULL,NULL,1316885,29936090,1805549,"99","100",NULL,NULL,NULL,NULL,56116
"208384871",27460436,"MAPINFO_ID","869069",NULL,NULL,1230427,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384870",27460436,"Vein1_per","3",NULL,NULL,1230421,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384869",27460436,"Vein1","QZ",NULL,NULL,1230420,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384868",27460436,"WATER","DA",NULL,NULL,1230418,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384867",27460436,"Samp_Qual","GS",NULL,NULL,1230417,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384866",27460436,"Alt1_INT","s",NULL,NULL,1230407,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384865",27460436,"Alt1","HM",NULL,NULL,1230406,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384864",27460436,"Mineralogy_4","GR",NULL,NULL,1230404,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384863",27460436,"Mineralogy_3","CH",NULL,NULL,1230403,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384862",27460436,"Mineralogy_2","SI",NULL,NULL,1230402,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384861",27460436,"Mineralogy_1","HM",NULL,NULL,1230401,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384860",27460436,"Text2","SH",NULL,NULL,1230400,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384859",27460436,"Text1","BD",NULL,NULL,1230399,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384858",27460436,"Col_2","PP",NULL,NULL,1230398,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384857",27460436,"Col_1","OR",NULL,NULL,1230397,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384856",27460436,"Colour_Int","d",NULL,NULL,1230396,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384855",27460436,"Regolith_Profile","SR",NULL,NULL,1230394,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384854",27460436,"Weathering_Oxide","SW",NULL,NULL,1230393,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384853",27460436,"Code_System","GBG",NULL,NULL,1230392,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384852",27460436,"Lith3","-",NULL,NULL,1230391,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384851",27460436,"Lith2","-",NULL,NULL,1230390,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384850",27460436,"Lith1","ACI",NULL,NULL,1230389,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384849",27460436,"RockPlot","ACI",NULL,NULL,1230388,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384848",27460436,"Priority","0",NULL,NULL,1230387,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"208384847",27460436,"DataSet","WINDDINE",NULL,NULL,1230383,27460436,1664824,"72","73",NULL,NULL,NULL,NULL,52171
"138584494",18818160,"Text","bdd",NULL,NULL,867341,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584493",18818160,"Min3","aeg",NULL,NULL,867324,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584492",18818160,"Min2","sil",NULL,NULL,867322,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584491",18818160,"Min1","mnt",NULL,NULL,867320,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584490",18818160,"Colour1","gy",NULL,NULL,867319,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584489",18818160,"Gsize","vfg",NULL,NULL,867318,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"138584488",18818160,"Lith1","Sif",NULL,NULL,867313,18818160,1233099,"558","567.8",NULL,NULL,NULL,NULL,37131
"86499581",11472856,"Comments","Wet sample on change of rod",NULL,NULL,511786,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499580",11472856,"H2O","d",NULL,NULL,511785,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499579",11472856,"SQ","G",NULL,NULL,511784,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499578",11472856,"Texture","mas",NULL,NULL,511779,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499577",11472856,"Structure","bnd",NULL,NULL,511778,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499576",11472856,"Mineralisation2","qtz",NULL,NULL,511776,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499575",11472856,"Mineralisation1","mnt",NULL,NULL,511775,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499574",11472856,"Grain","fg",NULL,NULL,511774,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499573",11472856,"Lithology1","Sif",NULL,NULL,511772,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86499572",11472856,"Colour","dgy",NULL,NULL,511769,11472856,792862,"215","220",NULL,NULL,NULL,NULL,22458
"86516588",11474638,"Texture","mas",NULL,NULL,511779,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516587",11474638,"Mineralisation2","mnt",NULL,NULL,511776,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516586",11474638,"Mineralisation1","cly",NULL,NULL,511775,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516584",11474638,"Lithology1","Ssh",NULL,NULL,511772,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516583",11474638,"Regolith","Lkf",NULL,NULL,511771,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516582",11474638,"Colour","gy",NULL,NULL,511769,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"86516585",11474638,"Grain","fg",NULL,NULL,511774,11474638,792912,"63","65",NULL,NULL,NULL,NULL,22458
"138573757",18817259,"Comments","shale interbedded quartz (smokey grey)",NULL,NULL,867356,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573756",18817259,"H2O","d",NULL,NULL,867355,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573755",18817259,"SQ","g",NULL,NULL,867354,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573754",18817259,"Vn1pc","1",NULL,NULL,867344,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573753",18817259,"Vn1","qtz",NULL,NULL,867343,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573752",18817259,"Text","bdd",NULL,NULL,867341,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573751",18817259,"Min2","sil",NULL,NULL,867322,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573750",18817259,"Min1","cly",NULL,NULL,867320,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573749",18817259,"Colour1","gy",NULL,NULL,867319,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573748",18817259,"Gsize","fg",NULL,NULL,867318,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573747",18817259,"Fe_Est_Grade","l",NULL,NULL,867317,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573746",18817259,"Lith1","Ssh",NULL,NULL,867313,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"138573745",18817259,"Reg","Lsf",NULL,NULL,867312,18817259,1233121,"89","92",NULL,NULL,NULL,NULL,37131
"208371604",27459819,"MAPINFO_ID","867277",NULL,NULL,1230427,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371603",27459819,"Vein1_per","5",NULL,NULL,1230421,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371602",27459819,"Vein1","QZ",NULL,NULL,1230420,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371601",27459819,"Samp_Qual","GS",NULL,NULL,1230417,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371600",27459819,"Structure","SFO",NULL,NULL,1230416,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371599",27459819,"Alt1_INT","s",NULL,NULL,1230407,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371598",27459819,"Alt1","HM",NULL,NULL,1230406,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371597",27459819,"Mineralogy_2","CH",NULL,NULL,1230402,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371596",27459819,"Mineralogy_1","HM",NULL,NULL,1230401,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371595",27459819,"Text1","FO",NULL,NULL,1230399,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371594",27459819,"Col_1","RD",NULL,NULL,1230397,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371593",27459819,"Regolith_Profile","SR",NULL,NULL,1230394,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371592",27459819,"Weathering_Oxide","MW",NULL,NULL,1230393,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371591",27459819,"Code_System","GBG",NULL,NULL,1230392,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371590",27459819,"Lith3","-",NULL,NULL,1230391,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371589",27459819,"Lith2","-",NULL,NULL,1230390,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371588",27459819,"Lith1","AU",NULL,NULL,1230389,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371587",27459819,"RockPlot","AU",NULL,NULL,1230388,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371586",27459819,"Priority","0",NULL,NULL,1230387,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"208371585",27459819,"DataSet","WINDDINE",NULL,NULL,1230383,27459819,1664819,"97.5","97.65",NULL,NULL,NULL,NULL,52171
"223099203",29936067,"Strength","H",NULL,NULL,1316918,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099202",29936067,"Structure","SFO",NULL,NULL,1316915,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099201",29936067,"Alt1_INT","M",NULL,NULL,1316906,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099200",29936067,"Alt1","HM",NULL,NULL,1316905,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099199",29936067,"Mineralogy_3","HM",NULL,NULL,1316902,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099198",29936067,"Mineralogy_2","CY",NULL,NULL,1316901,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099197",29936067,"Mineralogy_1","CH",NULL,NULL,1316900,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099196",29936067,"Text2","SHD",NULL,NULL,1316899,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099195",29936067,"Text1","FO",NULL,NULL,1316898,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099194",29936067,"Col_1","GY",NULL,NULL,1316896,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099193",29936067,"Colour_Int","L",NULL,NULL,1316895,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099192",29936067,"Colour_Plot","LGY",NULL,NULL,1316894,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099191",29936067,"Weathering_Profile","F",NULL,NULL,1316893,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099190",29936067,"Weathering_Oxide","F",NULL,NULL,1316892,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099189",29936067,"Lith3","-",NULL,NULL,1316891,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099188",29936067,"Lith2","-",NULL,NULL,1316890,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099187",29936067,"Lith1","ALU",NULL,NULL,1316889,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"223099186",29936067,"DataSet","M1",NULL,NULL,1316885,29936067,1805549,"76","77",NULL,NULL,NULL,NULL,56116
"32263528",4398071,"Texture","mas",NULL,NULL,262822,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263527",4398071,"Mineralisation3","mnt",NULL,NULL,262813,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263526",4398071,"Mineralisation2","goe",NULL,NULL,262812,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263525",4398071,"Mineralisation1","hem",NULL,NULL,262811,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263524",4398071,"Grain Size","fg",NULL,NULL,262810,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263523",4398071,"Fe Est. Grade","M",NULL,NULL,262809,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263522",4398071,"Fe1","GOH",NULL,NULL,262807,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263521",4398071,"Lithology1","Sif",NULL,NULL,262805,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263520",4398071,"Regolith","Lkf",NULL,NULL,262804,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"32263519",4398071,"Colour","orrd",NULL,NULL,262802,4398071,323394,"5","12",NULL,NULL,NULL,NULL,11198
"86508346",11473790,"H2O","D",NULL,NULL,511785,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508345",11473790,"SQ","G",NULL,NULL,511784,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508344",11473790,"Vein1%","10",NULL,NULL,511781,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508343",11473790,"Vein1","Qtz",NULL,NULL,511780,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508342",11473790,"Texture","bnd",NULL,NULL,511779,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508341",11473790,"Mineralisation1","mnt",NULL,NULL,511775,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508340",11473790,"Lithology1","Sif",NULL,NULL,511772,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508339",11473790,"Weathering Intensity","Fr",NULL,NULL,511770,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"86508338",11473790,"Colour","gy",NULL,NULL,511769,11473790,792884,"114","120",NULL,NULL,NULL,NULL,22458
"186386622",24743412,"Comments","large non magnetic chips",NULL,NULL,1119799,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386621",24743412,"Alt Des2","4p",NULL,NULL,1119794,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386620",24743412,"Alt Min2","go",NULL,NULL,1119793,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386619",24743412,"Alt Des1","4p",NULL,NULL,1119792,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386618",24743412,"Alt Min1","sk",NULL,NULL,1119791,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386617",24743412,"Hardness","H",NULL,NULL,1119781,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386616",24743412,"Weathering","M",NULL,NULL,1119780,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386615",24743412,"Grainsize","F",NULL,NULL,1119779,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386614",24743412,"Colour","3BR",NULL,NULL,1119778,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386613",24743412,"Texture1","BD",NULL,NULL,1119773,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"186386612",24743412,"Lithology1","SIS",NULL,NULL,1119772,24743412,1547577,"79","80",NULL,NULL,NULL,NULL,47515
"223108265",29936582,"WATER","DR",NULL,NULL,1316917,29936582,1805553,"10","11",NULL,NULL,NULL,NULL,56116
"223108264",29936582,"Samp_Qual","GS",NULL,NULL,1316916,29936582,1805553,"10","11",NULL,NULL,NULL,NULL,56116
"223108263",29936582,"Structure","FO",NULL,NULL,1316915,29936582,1805553,"10","11",NULL,NULL,NULL,NULL,56116
"223108262",29936582,"Alt1","GO",NULL,NULL,1316905,29936582,1805553,"10","11",NULL,NULL,NULL,NULL,56116
