CollarID,Depth,Azimuth,Dip,
4115006,0.000000,88.567100,0.000000
4115008,0.000000,91.833500,0.000000
4115009,0.000000,90.000000,0.000000
4115010,0.000000,87.783800,0.000000
4114931,0.000000,90.000000,0.000000
4114932,0.000000,90.000000,0.000000
4114933,0.000000,90.000000,0.000000
548917,0.000000,97.800000,-74.450000
548918,0.000000,100.500000,-64.950000
548919,0.000000,95.000000,-71.870000
548920,0.000000,102.700000,-65.480000
548921,0.000000,98.100000,-68.030000
548922,0.000000,92.100000,-60.530000
548924,0.000000,91.400000,-59.960000
548925,0.000000,88.400000,-59.130000
666230,0.000000,226.700000,-63.630000
666231,0.000000,225.900000,-60.130000
666232,0.000000,234.400000,-57.190000
666233,0.000000,284.200000,-65.390000
666234,0.000000,271.100000,-61.960000
666235,0.000000,269.200000,-60.020000
666236,0.000000,270.800000,-59.620000
666238,0.000000,90.000000,-60.000000
666239,0.000000,90.000000,-60.000000
666242,0.000000,115.400000,-53.040000
666244,0.000000,156.900000,-59.590000
666246,0.000000,97.100000,-55.440000
792807,0.000000,315.000000,-54.000000
792808,0.000000,315.000000,-62.000000
792810,0.000000,313.500000,-54.100000
792811,0.000000,313.500000,-56.360000
792812,0.000000,326.270000,-55.950000
792813,0.000000,317.160000,-57.000000
792815,0.000000,318.700000,-64.400000
792816,0.000000,321.300000,-69.840000
792817,0.000000,321.300000,-57.850000
792818,0.000000,280.300000,-53.340000
792819,0.000000,271.300000,-53.250000
792820,0.000000,304.800000,-63.033330
792821,0.000000,313.600000,-59.280000
792822,0.000000,322.400000,-59.000000
792823,0.000000,311.000000,-57.180000
792824,0.000000,148.000000,-50.000000
792825,0.000000,141.500000,-50.000000
792826,0.000000,323.500000,-70.600000
792827,0.000000,140.000000,-44.000000
792828,0.000000,322.200000,-75.170000
792829,0.000000,327.900000,-60.500000
792830,0.000000,331.000000,-74.000000
792831,0.000000,119.000000,-63.900000
792832,0.000000,137.700000,-68.600000
792833,0.000000,154.200000,-50.000000
792834,0.000000,163.200000,-68.500000
792835,0.000000,135.000000,-56.500000
792836,0.000000,141.100000,-62.100000
792837,0.000000,131.700000,-62.000000
792838,0.000000,153.000000,-64.000000
792839,0.000000,141.500000,-68.000000
792840,0.000000,140.700000,-66.000000
792841,0.000000,140.500000,-50.000000
792842,0.000000,139.000000,-57.500000
792843,0.000000,140.500000,-71.000000
792844,0.000000,325.000000,-65.000000
792845,0.000000,139.500000,-62.700000
792846,0.000000,145.600000,-54.460000
792847,0.000000,329.800000,-71.560000
792848,0.000000,315.800000,-60.270000
792849,0.000000,137.700000,-68.280000
792850,0.000000,324.500000,-69.500000
792851,0.000000,309.300000,-71.530000
792856,0.000000,317.200000,-63.600000
792857,0.000000,313.000000,-64.100000
792858,0.000000,322.130000,-71.210000
792859,0.000000,322.080000,-66.660000
792860,0.000000,318.000000,-64.000000
792861,0.000000,310.830000,-72.580000
792862,0.000000,354.000000,-64.000000
792863,0.000000,332.350000,-67.270000
792864,0.000000,326.180000,-72.820000
792865,0.000000,320.850000,-68.650000
792866,0.000000,323.190000,-69.070000
