,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1
69,3050,724523,33,40,Uac,tremolite-chlorite schist /rock,rock,101,rock,natural_superficial_ground,surficial
70,3050,724523,33,40,Uac,tremolite-chloriteschist/rock,rock,101,rock,natural_superficial_ground,surficial
71,3050,724523,33,40,Uac,tremolite-chlorite schist /rock,rock,101,rock,natural_superficial_ground,surficial
72,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
73,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
74,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
75,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
76,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
77,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
78,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
79,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
80,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
81,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
82,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
83,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
84,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
85,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
86,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
87,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
88,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
89,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
90,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
91,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
92,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
93,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
94,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
95,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
96,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
97,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
98,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
99,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
100,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
101,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
102,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
103,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
104,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
105,3050,1146526,23,31,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
106,3050,1146526,23,31,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
107,3050,1146526,23,31,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
108,3050,1146526,31,32,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
109,3050,1146526,31,32,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
110,3050,1146526,31,32,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
111,3050,1146526,32,38,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
112,3050,1146526,32,38,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
113,3050,1146526,32,38,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
114,3050,1146526,38,39,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
