dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1410017,3031771,89816ExplorationBNRC013,BNRC013,92.0,93.0,MG,4,5% Jasper
1410018,3031771,89816ExplorationBNRC013,BNRC013,93.0,94.0,MG,4,5% Jasper
1410019,3031771,89816ExplorationBNRC013,BNRC013,94.0,95.0,MG,1,5% Jasper
1410020,3031771,89816ExplorationBNRC013,BNRC013,95.0,96.0,P,4,5% Jasper
1410021,3031771,89816ExplorationBNRC013,BNRC013,96.0,97.0,MG,4,5% Jasper
1410022,3031772,89816ExplorationBNRC014,BNRC014,2.0,3.0,LM,4,
1410023,3031772,89816ExplorationBNRC014,BNRC014,3.0,4.0,P,4,
1410024,3031772,89816ExplorationBNRC014,BNRC014,4.0,5.0,P,4,
1410025,3031772,89816ExplorationBNRC014,BNRC014,5.0,6.0,P,4,
1410026,3031772,89816ExplorationBNRC014,BNRC014,9.0,10.0,CL,4,powdery clay with no chips
1410027,3031772,89816ExplorationBNRC014,BNRC014,10.0,11.0,P,4,powdery clay with no chips
1410028,3031772,89816ExplorationBNRC014,BNRC014,11.0,12.0,CL,4,powdery clay with no chips
1410029,3031772,89816ExplorationBNRC014,BNRC014,12.0,13.0,P,4,powdery clay with no chips
1410030,3031772,89816ExplorationBNRC014,BNRC014,13.0,14.0,CL,4,powdery clay with no chips
1410031,3031772,89816ExplorationBNRC014,BNRC014,14.0,15.0,CL,4,powdery clay with no chips
1410032,3031772,89816ExplorationBNRC014,BNRC014,15.0,16.0,CL,4,powdery clay with no chips
1410033,3031772,89816ExplorationBNRC014,BNRC014,16.0,17.0,P,4,powdery clay with no chips
1410034,3031772,89816ExplorationBNRC014,BNRC014,17.0,18.0,P,4,powdery clay with no chips
1410035,3031772,89816ExplorationBNRC014,BNRC014,18.0,19.0,P,4,powdery clay with no chips
1410036,3031772,89816ExplorationBNRC014,BNRC014,19.0,20.0,CL,4,powdery clay with no chips
1410037,3031772,89816ExplorationBNRC014,BNRC014,20.0,21.0,P,4,powdery clay with no chips
1410038,3031772,89816ExplorationBNRC014,BNRC014,21.0,22.0,CL,4,powdery clay with no chips
1410039,3031772,89816ExplorationBNRC014,BNRC014,22.0,23.0,CL,4,powdery clay with no chips
1410040,3031772,89816ExplorationBNRC014,BNRC014,23.0,24.0,P,4,trace shale chips
1410041,3031772,89816ExplorationBNRC014,BNRC014,24.0,25.0,CL,4,
1410042,3031772,89816ExplorationBNRC014,BNRC014,25.0,26.0,P,4,
1410043,3031772,89816ExplorationBNRC014,BNRC014,26.0,27.0,CL,4,
1410044,3031772,89816ExplorationBNRC014,BNRC014,27.0,28.0,CL,4,
1410045,3031772,89816ExplorationBNRC014,BNRC014,28.0,29.0,P,4,trace clay weathered shale chips
1410046,3031772,89816ExplorationBNRC014,BNRC014,29.0,30.0,P,4,
1410047,3031772,89816ExplorationBNRC014,BNRC014,30.0,31.0,P,4,
1410048,3031772,89816ExplorationBNRC014,BNRC014,31.0,32.0,P,4,
1410049,3031772,89816ExplorationBNRC014,BNRC014,32.0,33.0,CL,4,"sticky when wet sieved, no chips"
1410050,3031772,89816ExplorationBNRC014,BNRC014,33.0,34.0,P,4,possible trace talc
1410051,3031772,89816ExplorationBNRC014,BNRC014,34.0,35.0,CL,4,
1410052,3031772,89816ExplorationBNRC014,BNRC014,35.0,36.0,P,4,
1410053,3031772,89816ExplorationBNRC014,BNRC014,36.0,37.0,CL,4,
1410054,3031772,89816ExplorationBNRC014,BNRC014,37.0,38.0,CL,4,
1410055,3031772,89816ExplorationBNRC014,BNRC014,38.0,39.0,CL,4,
1410056,3031772,89816ExplorationBNRC014,BNRC014,39.0,40.0,CL,4,trace shale chips
1410057,3031772,89816ExplorationBNRC014,BNRC014,40.0,41.0,CL,4,no chips
1410058,3031772,89816ExplorationBNRC014,BNRC014,41.0,42.0,CL,4,
1410059,3031772,89816ExplorationBNRC014,BNRC014,42.0,43.0,CL,4,
1410060,3031772,89816ExplorationBNRC014,BNRC014,43.0,44.0,P,4,
1410061,3031772,89816ExplorationBNRC014,BNRC014,44.0,45.0,P,4,crace shale chips
1410062,3031772,89816ExplorationBNRC014,BNRC014,45.0,46.0,P,4,
1410063,3031772,89816ExplorationBNRC014,BNRC014,46.0,47.0,P,4,
1410064,3031772,89816ExplorationBNRC014,BNRC014,47.0,48.0,CL,4,
1410065,3031772,89816ExplorationBNRC014,BNRC014,48.0,49.0,CL,4,
1410066,3031772,89816ExplorationBNRC014,BNRC014,49.0,50.0,P,4,trace flat laminated shales
1410067,3031772,89816ExplorationBNRC014,BNRC014,50.0,51.0,P,4,
1410068,3031772,89816ExplorationBNRC014,BNRC014,51.0,52.0,P,4,
1410069,3031772,89816ExplorationBNRC014,BNRC014,52.0,53.0,CL,4,
1410070,3031772,89816ExplorationBNRC014,BNRC014,53.0,54.0,CL,4,
1410071,3031772,89816ExplorationBNRC014,BNRC014,54.0,55.0,CL,4,
1410072,3031772,89816ExplorationBNRC014,BNRC014,55.0,56.0,GH,4,with graphite
1410073,3031772,89816ExplorationBNRC014,BNRC014,56.0,57.0,GH,4,graphitic black shale
1410074,3031772,89816ExplorationBNRC014,BNRC014,57.0,58.0,GH,4,
1410075,3031772,89816ExplorationBNRC014,BNRC014,58.0,59.0,GH,4,
1410076,3031772,89816ExplorationBNRC014,BNRC014,64.0,65.0,P,4,
1410077,3031772,89816ExplorationBNRC014,BNRC014,65.0,66.0,GH,4,
1410078,3031772,89816ExplorationBNRC014,BNRC014,66.0,67.0,P,4,slightly weathered
1410079,3031772,89816ExplorationBNRC014,BNRC014,67.0,68.0,P,4,not fresh
1410080,3031772,89816ExplorationBNRC014,BNRC014,68.0,69.0,P,4,few red stained chips
1410081,3031772,89816ExplorationBNRC014,BNRC014,69.0,70.0,GH,4,
1410082,3031772,89816ExplorationBNRC014,BNRC014,70.0,71.0,GH,4,
1410083,3031772,89816ExplorationBNRC014,BNRC014,71.0,72.0,P,4,
1410084,3031772,89816ExplorationBNRC014,BNRC014,72.0,73.0,P,4,
1410085,3031772,89816ExplorationBNRC014,BNRC014,73.0,74.0,P,4,"chert, cherty seds, trace fresh pyrite"
1410086,3031772,89816ExplorationBNRC014,BNRC014,74.0,75.0,P,4,cherth BIF with 3-5% pyrite
1410087,3031772,89816ExplorationBNRC014,BNRC014,75.0,76.0,SK,4,sub cm to mm bedding
1410088,3031772,89816ExplorationBNRC014,BNRC014,76.0,77.0,SK,4,
1410089,3031772,89816ExplorationBNRC014,BNRC014,77.0,78.0,SK,4,
1410090,3031772,89816ExplorationBNRC014,BNRC014,78.0,79.0,SK,4,few jasper chips
1410091,3031772,89816ExplorationBNRC014,BNRC014,79.0,80.0,P,4,
1410092,3031772,89816ExplorationBNRC014,BNRC014,80.0,81.0,SK,4,trace jasper
1410093,3031772,89816ExplorationBNRC014,BNRC014,81.0,82.0,SK,4,with good jasper beds
1410094,3031772,89816ExplorationBNRC014,BNRC014,82.0,83.0,P,4,wet samples from here onwards as have to water inject to recover sample
1410095,3031772,89816ExplorationBNRC014,BNRC014,83.0,84.0,SK,4,
1410096,3031772,89816ExplorationBNRC014,BNRC014,84.0,85.0,SK,4,
1410097,3031772,89816ExplorationBNRC014,BNRC014,85.0,86.0,SK,4,
1410098,3031772,89816ExplorationBNRC014,BNRC014,86.0,87.0,P,4,
1410099,3031772,89816ExplorationBNRC014,BNRC014,87.0,88.0,SK,4,slight chert increase
1410100,3031772,89816ExplorationBNRC014,BNRC014,88.0,89.0,P,4,trace jasper
1410101,3031772,89816ExplorationBNRC014,BNRC014,89.0,90.0,SK,4,
1410102,3031772,89816ExplorationBNRC014,BNRC014,90.0,91.0,SK,4,
1410103,3031772,89816ExplorationBNRC014,BNRC014,91.0,92.0,SK,4,
1410104,3031772,89816ExplorationBNRC014,BNRC014,92.0,93.0,P,4,strongly magnetic
1410105,3031772,89816ExplorationBNRC014,BNRC014,93.0,94.0,SK,4,
1410106,3031772,89816ExplorationBNRC014,BNRC014,94.0,95.0,SK,4,trace jasper
1410107,3031772,89816ExplorationBNRC014,BNRC014,95.0,96.0,P,4,
1410108,3031772,89816ExplorationBNRC014,BNRC014,96.0,97.0,P,4,
1410109,3031772,89816ExplorationBNRC014,BNRC014,97.0,98.0,SK,4,
1410110,3031772,89816ExplorationBNRC014,BNRC014,98.0,99.0,SK,4,
1410111,3031772,89816ExplorationBNRC014,BNRC014,99.0,100.0,P,4,with 5% disseminated and vein pyrite
1410112,3031773,89816ExplorationBNRC015,BNRC015,2.0,3.0,SK,4,siliceous sed
1410113,3031773,89816ExplorationBNRC015,BNRC015,3.0,4.0,P,4,
1410114,3031773,89816ExplorationBNRC015,BNRC015,4.0,5.0,P,4,siliceous fg sed
1410115,3031773,89816ExplorationBNRC015,BNRC015,5.0,6.0,P,4,mm scale bedding
1410116,3031773,89816ExplorationBNRC015,BNRC015,6.0,7.0,SK,4,
1410117,3031773,89816ExplorationBNRC015,BNRC015,7.0,8.0,SK,4,"platey, siliceous"
1410118,3031773,89816ExplorationBNRC015,BNRC015,8.0,9.0,P,4,limonite stained
1410119,3031773,89816ExplorationBNRC015,BNRC015,9.0,10.0,P,4,cherty seds
1410120,3031773,89816ExplorationBNRC015,BNRC015,10.0,11.0,P,4,
1410121,3031773,89816ExplorationBNRC015,BNRC015,11.0,12.0,P,4,
1410122,3031773,89816ExplorationBNRC015,BNRC015,12.0,13.0,P,4,
1410123,3031773,89816ExplorationBNRC015,BNRC015,13.0,14.0,P,4,
1410124,3031773,89816ExplorationBNRC015,BNRC015,14.0,15.0,P,4,mm to sub cm scale bedding
1410125,3031773,89816ExplorationBNRC015,BNRC015,15.0,16.0,SK,4,platey chert beds with weathered clay rich interbed films
1410126,3031773,89816ExplorationBNRC015,BNRC015,16.0,17.0,SK,4,
1410127,3031773,89816ExplorationBNRC015,BNRC015,17.0,18.0,SK,4,
1410128,3031773,89816ExplorationBNRC015,BNRC015,18.0,19.0,P,4,finely bedded chert
1410129,3031773,89816ExplorationBNRC015,BNRC015,19.0,20.0,SK,4,
1410130,3031773,89816ExplorationBNRC015,BNRC015,20.0,21.0,SK,4,
1410131,3031773,89816ExplorationBNRC015,BNRC015,21.0,22.0,SK,4,
1410132,3031773,89816ExplorationBNRC015,BNRC015,22.0,23.0,SK,4,
1410133,3031773,89816ExplorationBNRC015,BNRC015,23.0,24.0,SK,4,2-4mm beds
1410134,3031773,89816ExplorationBNRC015,BNRC015,24.0,25.0,P,4,
1410135,3031773,89816ExplorationBNRC015,BNRC015,25.0,26.0,P,4,
1410136,3031773,89816ExplorationBNRC015,BNRC015,26.0,27.0,SK,4,with red jaspilite beds
1410137,3031773,89816ExplorationBNRC015,BNRC015,27.0,28.0,P,4,with red jaspilite beds
1410138,3031773,89816ExplorationBNRC015,BNRC015,28.0,29.0,SK,4,with red jaspilite beds
1410139,3031773,89816ExplorationBNRC015,BNRC015,29.0,30.0,SK,4,with red jaspilite beds
1410140,3031773,89816ExplorationBNRC015,BNRC015,30.0,31.0,P,4,with red jaspilite beds
1410141,3031773,89816ExplorationBNRC015,BNRC015,31.0,32.0,P,4,with red jaspilite beds
1410142,3031773,89816ExplorationBNRC015,BNRC015,32.0,33.0,SK,4,some ironstone
1410143,3031773,89816ExplorationBNRC015,BNRC015,33.0,34.0,SK,4,
1410144,3031773,89816ExplorationBNRC015,BNRC015,34.0,35.0,SK,4,
1410145,3031773,89816ExplorationBNRC015,BNRC015,35.0,36.0,P,4,
1410146,3031773,89816ExplorationBNRC015,BNRC015,36.0,37.0,JA,4,
1410147,3031773,89816ExplorationBNRC015,BNRC015,41.0,42.0,SK,4,
1410148,3031773,89816ExplorationBNRC015,BNRC015,42.0,43.0,P,4,
1410149,3031773,89816ExplorationBNRC015,BNRC015,43.0,44.0,SK,4,
1410150,3031773,89816ExplorationBNRC015,BNRC015,44.0,45.0,P,4,
1410151,3031773,89816ExplorationBNRC015,BNRC015,45.0,46.0,SK,4,
1410152,3031773,89816ExplorationBNRC015,BNRC015,46.0,47.0,SK,4,minor magnetic chips
1410153,3031773,89816ExplorationBNRC015,BNRC015,47.0,48.0,SK,4,
1410154,3031773,89816ExplorationBNRC015,BNRC015,48.0,49.0,P,4,
1410155,3031773,89816ExplorationBNRC015,BNRC015,49.0,50.0,P,4,good jasper content
1410156,3031773,89816ExplorationBNRC015,BNRC015,50.0,51.0,P,4,
1410157,3031773,89816ExplorationBNRC015,BNRC015,51.0,52.0,SK,4,
1410158,3031773,89816ExplorationBNRC015,BNRC015,52.0,53.0,SK,4,
1410159,3031773,89816ExplorationBNRC015,BNRC015,54.0,55.0,SK,4,
1410160,3031773,89816ExplorationBNRC015,BNRC015,55.0,56.0,CL,4,puggy clay
1410161,3031773,89816ExplorationBNRC015,BNRC015,56.0,57.0,CL,4,"chert, some clay, no jasper"
1410162,3031773,89816ExplorationBNRC015,BNRC015,57.0,58.0,P,4,
1410163,3031773,89816ExplorationBNRC015,BNRC015,58.0,59.0,P,4,
1410164,3031773,89816ExplorationBNRC015,BNRC015,59.0,60.0,P,4,milky white quartz
1410165,3031773,89816ExplorationBNRC015,BNRC015,60.0,61.0,SK,4,"jasper, grey chert"
1410166,3031773,89816ExplorationBNRC015,BNRC015,61.0,62.0,SK,4,40% recovery
1410167,3031773,89816ExplorationBNRC015,BNRC015,62.0,63.0,P,4,"damp, 40% recovery"
1410168,3031773,89816ExplorationBNRC015,BNRC015,63.0,64.0,P,4,"wet, inject water from here onwards"
1410169,3031773,89816ExplorationBNRC015,BNRC015,64.0,65.0,P,4,
1410170,3031773,89816ExplorationBNRC015,BNRC015,65.0,66.0,P,4,
1410171,3031773,89816ExplorationBNRC015,BNRC015,66.0,67.0,SK,4,
1410172,3031773,89816ExplorationBNRC015,BNRC015,67.0,68.0,P,4,
1410173,3031773,89816ExplorationBNRC015,BNRC015,68.0,69.0,SK,4,
1410174,3031773,89816ExplorationBNRC015,BNRC015,69.0,70.0,P,4,
1410175,3031773,89816ExplorationBNRC015,BNRC015,70.0,71.0,SK,4,
1410176,3031773,89816ExplorationBNRC015,BNRC015,71.0,72.0,SK,4,"trace jasper, 2-4mm beds"
1410177,3031773,89816ExplorationBNRC015,BNRC015,72.0,73.0,SK,4,
1410178,3031773,89816ExplorationBNRC015,BNRC015,73.0,74.0,P,4,
1410179,3031773,89816ExplorationBNRC015,BNRC015,74.0,75.0,P,3,minor red shales
1410180,3031773,89816ExplorationBNRC015,BNRC015,75.0,76.0,P,3,minor sandstone
1410181,3031773,89816ExplorationBNRC015,BNRC015,76.0,77.0,P,3,
1410182,3031773,89816ExplorationBNRC015,BNRC015,80.0,81.0,GH,4,
1410183,3031773,89816ExplorationBNRC015,BNRC015,81.0,82.0,GH,4,
1410184,3031773,89816ExplorationBNRC015,BNRC015,82.0,83.0,P,4,"black, graphitic, flat"
1410185,3031773,89816ExplorationBNRC015,BNRC015,83.0,84.0,GH,4,1-2% fresh pyrite
1410186,3031773,89816ExplorationBNRC015,BNRC015,84.0,85.0,GH,4,
1410187,3031773,89816ExplorationBNRC015,BNRC015,85.0,86.0,GH,4,
1410188,3031773,89816ExplorationBNRC015,BNRC015,86.0,87.0,GH,4,dry samples to EOH
1410189,3031773,89816ExplorationBNRC015,BNRC015,87.0,88.0,GH,4,3-5% chert contamination
1410190,3031773,89816ExplorationBNRC015,BNRC015,88.0,89.0,GH,4,3-5% chert contamination
1410191,3031773,89816ExplorationBNRC015,BNRC015,89.0,90.0,GH,4,
1410192,3031773,89816ExplorationBNRC015,BNRC015,90.0,91.0,P,4,
1410193,3031774,89816ExplorationBNRC016,BNRC016,1.0,2.0,P,4,hard large chips
1410194,3031774,89816ExplorationBNRC016,BNRC016,2.0,3.0,P,4,
1410195,3031774,89816ExplorationBNRC016,BNRC016,3.0,4.0,GO,4,
1410196,3031774,89816ExplorationBNRC016,BNRC016,4.0,5.0,GO,4,some platey chips
1410197,3031774,89816ExplorationBNRC016,BNRC016,5.0,6.0,GO,4,
1410198,3031774,89816ExplorationBNRC016,BNRC016,6.0,7.0,GO,4,
1410199,3031774,89816ExplorationBNRC016,BNRC016,7.0,8.0,P,4,lots hard ironstone chips
1410200,3031774,89816ExplorationBNRC016,BNRC016,8.0,9.0,P,4,
1410201,3031774,89816ExplorationBNRC016,BNRC016,9.0,10.0,P,4,
1410202,3031774,89816ExplorationBNRC016,BNRC016,10.0,11.0,P,4,
1410203,3031774,89816ExplorationBNRC016,BNRC016,11.0,12.0,GO,4,
1410204,3031774,89816ExplorationBNRC016,BNRC016,34.0,35.0,P,4,abundant hard chips
1410205,3031774,89816ExplorationBNRC016,BNRC016,35.0,36.0,P,4,
1410206,3031774,89816ExplorationBNRC016,BNRC016,36.0,37.0,P,4,
1410207,3031774,89816ExplorationBNRC016,BNRC016,37.0,38.0,P,4,
1410208,3031774,89816ExplorationBNRC016,BNRC016,38.0,39.0,SK,4,1-2% diss fresh pyrite
1410209,3031774,89816ExplorationBNRC016,BNRC016,39.0,40.0,SK,4,
1410210,3031774,89816ExplorationBNRC016,BNRC016,40.0,41.0,P,4,
1410211,3031774,89816ExplorationBNRC016,BNRC016,41.0,42.0,P,4,
1410212,3031774,89816ExplorationBNRC016,BNRC016,42.0,43.0,SK,4,
1410213,3031774,89816ExplorationBNRC016,BNRC016,43.0,44.0,P,4,
1410214,3031774,89816ExplorationBNRC016,BNRC016,44.0,45.0,SK,4,
1410215,3031774,89816ExplorationBNRC016,BNRC016,45.0,46.0,P,4,
1410216,3031774,89816ExplorationBNRC016,BNRC016,46.0,47.0,P,4,
1410217,3031774,89816ExplorationBNRC016,BNRC016,47.0,48.0,P,4,
1410218,3031774,89816ExplorationBNRC016,BNRC016,48.0,49.0,SK,4,
1410219,3031774,89816ExplorationBNRC016,BNRC016,49.0,50.0,P,4,
1410220,3031774,89816ExplorationBNRC016,BNRC016,50.0,51.0,P,4,1% pyrite
1410221,3031774,89816ExplorationBNRC016,BNRC016,51.0,52.0,SK,4,
1410222,3031774,89816ExplorationBNRC016,BNRC016,52.0,53.0,P,4,
1410223,3031774,89816ExplorationBNRC016,BNRC016,53.0,54.0,GH,2,with minor graphite
1410224,3031774,89816ExplorationBNRC016,BNRC016,54.0,55.0,SK,4,
1410225,3031774,89816ExplorationBNRC016,BNRC016,55.0,56.0,SK,4,"hard, platey, magnetic"
1410226,3031774,89816ExplorationBNRC016,BNRC016,56.0,57.0,P,4,
1410227,3031774,89816ExplorationBNRC016,BNRC016,57.0,58.0,P,4,
1410228,3031774,89816ExplorationBNRC016,BNRC016,58.0,59.0,SK,4,
1410229,3031774,89816ExplorationBNRC016,BNRC016,59.0,60.0,SK,4,50% fresh chips
1410230,3031774,89816ExplorationBNRC016,BNRC016,60.0,61.0,SK,4,
1410231,3031774,89816ExplorationBNRC016,BNRC016,61.0,62.0,P,4,
1410232,3031774,89816ExplorationBNRC016,BNRC016,62.0,63.0,P,4,
1410233,3031774,89816ExplorationBNRC016,BNRC016,63.0,64.0,P,4,5% fresh pyrite
1410234,3031774,89816ExplorationBNRC016,BNRC016,64.0,65.0,SK,4,
1410235,3031774,89816ExplorationBNRC016,BNRC016,65.0,66.0,P,4,
1410236,3031774,89816ExplorationBNRC016,BNRC016,66.0,67.0,P,4,
1410237,3031774,89816ExplorationBNRC016,BNRC016,67.0,68.0,P,4,strongly magnetic
1410238,3031774,89816ExplorationBNRC016,BNRC016,68.0,69.0,SK,4,35 pyrite
1410239,3031774,89816ExplorationBNRC016,BNRC016,69.0,70.0,SK,4,
1410240,3031774,89816ExplorationBNRC016,BNRC016,70.0,71.0,P,4,irregular quartz stringers
1410241,3031774,89816ExplorationBNRC016,BNRC016,71.0,72.0,SK,4,
1410242,3031774,89816ExplorationBNRC016,BNRC016,72.0,73.0,P,4,"damp, limonite on fractures"
1410243,3031774,89816ExplorationBNRC016,BNRC016,73.0,74.0,SK,4,good diss and veinletpyrite
1410244,3031774,89816ExplorationBNRC016,BNRC016,74.0,75.0,P,4,
1410245,3031774,89816ExplorationBNRC016,BNRC016,75.0,76.0,P,4,slightlymore cherty with 4-6mmbeds
1410246,3031774,89816ExplorationBNRC016,BNRC016,76.0,77.0,SK,4,
1410247,3031774,89816ExplorationBNRC016,BNRC016,77.0,78.0,SK,4,3-4mm cherty beds
1410248,3031774,89816ExplorationBNRC016,BNRC016,78.0,79.0,SK,4,
1410249,3031774,89816ExplorationBNRC016,BNRC016,79.0,80.0,P,4,with jasper beds
1410250,3031774,89816ExplorationBNRC016,BNRC016,80.0,81.0,P,4,with jasper beds
1410251,3031774,89816ExplorationBNRC016,BNRC016,81.0,82.0,SK,4,with jasper beds
1410252,3031774,89816ExplorationBNRC016,BNRC016,82.0,83.0,SK,4,"tabular, platey aspect"
1410253,3031774,89816ExplorationBNRC016,BNRC016,83.0,84.0,P,4,
1410254,3031774,89816ExplorationBNRC016,BNRC016,84.0,85.0,SK,4,
1410255,3031774,89816ExplorationBNRC016,BNRC016,85.0,86.0,SK,4,
1410256,3031774,89816ExplorationBNRC016,BNRC016,86.0,87.0,P,4,
1410257,3031774,89816ExplorationBNRC016,BNRC016,87.0,88.0,SK,4,
1410258,3031774,89816ExplorationBNRC016,BNRC016,88.0,89.0,P,4,small chert chips with grey shale
1410259,3031774,89816ExplorationBNRC016,BNRC016,89.0,90.0,SK,4,
1410260,3031774,89816ExplorationBNRC016,BNRC016,90.0,91.0,SK,4,
1410261,3031774,89816ExplorationBNRC016,BNRC016,91.0,92.0,P,4,good jasper
1410262,3031774,89816ExplorationBNRC016,BNRC016,92.0,93.0,SK,4,much chert
1410263,3031774,89816ExplorationBNRC016,BNRC016,93.0,94.0,P,4,
1410264,3031774,89816ExplorationBNRC016,BNRC016,94.0,95.0,P,4,jasper
1410265,3031774,89816ExplorationBNRC016,BNRC016,95.0,96.0,SK,4,
1410266,3031774,89816ExplorationBNRC016,BNRC016,96.0,97.0,SK,4,magnetite rich BIF
1410267,3031774,89816ExplorationBNRC016,BNRC016,97.0,98.0,SK,4,
1410268,3031774,89816ExplorationBNRC016,BNRC016,98.0,99.0,SK,4,still magnetic Bif
1410269,3031774,89816ExplorationBNRC016,BNRC016,99.0,100.0,SK,4,possible contact
1410270,3031775,89816ExplorationBNRC017,BNRC017,0.0,1.0,GO,4,"soil, cemented colluvium"
1410271,3031775,89816ExplorationBNRC017,BNRC017,1.0,2.0,P,4,few platey chips
1410272,3031775,89816ExplorationBNRC017,BNRC017,2.0,3.0,GO,4,varicolored chips
1410273,3031775,89816ExplorationBNRC017,BNRC017,3.0,4.0,GO,4,hard laterite
1410274,3031775,89816ExplorationBNRC017,BNRC017,4.0,5.0,P,4,iron rich laterite
1410275,3031775,89816ExplorationBNRC017,BNRC017,5.0,6.0,GO,4,
1410276,3031775,89816ExplorationBNRC017,BNRC017,6.0,7.0,GO,4,powder with 20% laterite chips
1410277,3031775,89816ExplorationBNRC017,BNRC017,7.0,8.0,P,4,probable mafic precursor
1410278,3031775,89816ExplorationBNRC017,BNRC017,8.0,9.0,P,4,stickey puggy clay
1410279,3031775,89816ExplorationBNRC017,BNRC017,9.0,10.0,P,4,soft white puggy clay
1410280,3031775,89816ExplorationBNRC017,BNRC017,10.0,11.0,CL,4,sticky clay
1410281,3031775,89816ExplorationBNRC017,BNRC017,11.0,12.0,CL,4,brown dust coated clay
1410282,3031775,89816ExplorationBNRC017,BNRC017,12.0,13.0,P,4,"mafic clay, sticky wet"
1410283,3031775,89816ExplorationBNRC017,BNRC017,13.0,14.0,P,4,
1410284,3031775,89816ExplorationBNRC017,BNRC017,14.0,15.0,P,4,
1410285,3031775,89816ExplorationBNRC017,BNRC017,15.0,16.0,P,4,clay weathered mafic
1410286,3031775,89816ExplorationBNRC017,BNRC017,16.0,17.0,CL,4,"powder, no chips"
1410287,3031775,89816ExplorationBNRC017,BNRC017,17.0,18.0,P,4,"powder, no chips"
1410288,3031775,89816ExplorationBNRC017,BNRC017,18.0,19.0,P,4,
1410289,3031775,89816ExplorationBNRC017,BNRC017,19.0,20.0,CL,4,
1410290,3031775,89816ExplorationBNRC017,BNRC017,20.0,21.0,P,4,
1410291,3031775,89816ExplorationBNRC017,BNRC017,21.0,22.0,P,4,sticky mafic clay
1410292,3031775,89816ExplorationBNRC017,BNRC017,22.0,23.0,P,4,
1410293,3031775,89816ExplorationBNRC017,BNRC017,23.0,24.0,P,4,
1410294,3031775,89816ExplorationBNRC017,BNRC017,24.0,25.0,P,4,very sticky when wet sieved
1410295,3031775,89816ExplorationBNRC017,BNRC017,25.0,26.0,P,4,
1410296,3031775,89816ExplorationBNRC017,BNRC017,26.0,27.0,P,4,
1410297,3031775,89816ExplorationBNRC017,BNRC017,27.0,28.0,P,4,
1410298,3031775,89816ExplorationBNRC017,BNRC017,28.0,29.0,CL,4,varicolored clays
1410299,3031775,89816ExplorationBNRC017,BNRC017,29.0,30.0,P,4,"sticky wet, clay weathered mafic"
1410300,3031775,89816ExplorationBNRC017,BNRC017,30.0,31.0,CL,4,99% powder
1410301,3031775,89816ExplorationBNRC017,BNRC017,31.0,32.0,CL,4,powdery clay with no cuttings
1410302,3031775,89816ExplorationBNRC017,BNRC017,32.0,33.0,P,4,powdery clay with no cuttings
1410303,3031775,89816ExplorationBNRC017,BNRC017,33.0,34.0,CL,4,powdery clay with no cuttings
1410304,3031775,89816ExplorationBNRC017,BNRC017,34.0,35.0,P,4,powdery clay with no cuttings
1410305,3031775,89816ExplorationBNRC017,BNRC017,35.0,36.0,CL,4,powdery clay with no cuttings
1410306,3031775,89816ExplorationBNRC017,BNRC017,36.0,37.0,CL,4,powdery clay with no cuttings
1410307,3031775,89816ExplorationBNRC017,BNRC017,37.0,38.0,P,4,powdery clay with no cuttings
1410308,3031775,89816ExplorationBNRC017,BNRC017,38.0,39.0,P,4,powdery clay with no cuttings
1410309,3031775,89816ExplorationBNRC017,BNRC017,39.0,40.0,P,4,few chert and shale chips
1410310,3031775,89816ExplorationBNRC017,BNRC017,40.0,41.0,CL,4,
1410311,3031775,89816ExplorationBNRC017,BNRC017,41.0,42.0,CL,4,
1410312,3031775,89816ExplorationBNRC017,BNRC017,42.0,43.0,CL,4,trace shale chips
1410313,3031775,89816ExplorationBNRC017,BNRC017,43.0,44.0,P,4,flat shale chips
1410314,3031775,89816ExplorationBNRC017,BNRC017,44.0,45.0,P,4,
1410315,3031775,89816ExplorationBNRC017,BNRC017,45.0,46.0,P,4,"varicolored, laminated"
