CollarID,Depth,Azimuth,Dip,Index,X,Y,Z,
792948,60.000000,318.900000,-90.000000,149,479431.381787,6773364.364237,361.487519,
792948,70.000000,318.800000,-90.000000,149,479437.935768,6773356.811443,361.487519,
792948,80.000000,319.300000,-90.000000,149,479444.496328,6773349.264382,361.487519,
792948,90.000000,318.700000,-90.000000,149,479451.070068,6773341.728763,361.487519,
792948,100.000000,319.100000,-90.000000,149,479454.347068,6773337.952355,361.487519,
792948,105.000000,319.000000,-90.000000,149,479464.168175,6773326.614558,361.487519,
792948,120.000000,319.200000,-90.000000,149,479477.196892,6773311.440514,361.487519,
792948,140.000000,319.500000,-90.000000,149,479496.580549,6773288.543612,361.487519,
792948,170.000000,320.000000,-90.000000,149,479515.763659,6773265.478430,361.487519,
792948,200.000000,320.500000,-90.000000,149,479529.683132,6773248.441846,361.487519,
792949,0.000000,140.600000,-58.150000,166,478416.219365,6771275.706276,400.745000,
792949,0.000000,140.600000,-58.150000,166,478410.152537,6771283.007471,398.036380,
792949,10.000000,140.000000,-90.000000,166,478403.731349,6771290.673521,398.036380,
792949,20.000000,140.100000,-90.000000,166,478397.303476,6771298.333962,398.036380,
792949,30.000000,139.900000,-90.000000,166,478390.902408,6771306.016762,398.036380,
792949,40.000000,140.500000,-90.000000,166,478384.643352,6771313.815384,398.036380,
792949,50.000000,142.000000,-90.000000,166,478378.590585,6771321.775177,398.036380,
792949,60.000000,143.500000,-90.000000,166,478372.649375,6771329.818932,398.036380,
792949,70.000000,143.600000,-90.000000,166,478366.743331,6771337.888519,398.036380,
792949,80.000000,144.000000,-90.000000,166,478360.950625,6771346.039648,398.036380,
792949,90.000000,145.200000,-90.000000,166,478355.286588,6771354.280872,398.036380,
792949,100.000000,145.800000,-90.000000,166,478349.672975,6771362.556578,398.036380,
792949,110.000000,145.900000,-90.000000,166,478344.110044,6771370.866385,398.036380,
792949,120.000000,146.500000,-90.000000,166,478338.518186,6771379.156656,398.036380,
792949,130.000000,145.500000,-90.000000,166,478332.811077,6771387.368110,398.036380,
792949,140.000000,144.900000,-90.000000,166,478327.089630,6771395.569612,398.036380,
792949,150.000000,145.300000,-90.000000,166,478321.396834,6771403.791053,398.036380,
792949,160.000000,145.300000,-90.000000,166,478315.718400,6771412.022412,398.036380,
792949,170.000000,145.500000,-90.000000,166,478310.054337,6771420.263674,398.036380,
792949,180.000000,145.500000,-90.000000,166,478304.433529,6771428.534442,398.036380,
792949,190.000000,146.100000,-90.000000,166,478298.877833,6771436.849129,398.036380,
792949,200.000000,146.400000,-90.000000,166,478293.380331,6771445.202382,398.036380,
792949,210.000000,146.900000,-90.000000,166,478287.897405,6771453.565234,398.036380,
792949,220.000000,146.600000,-90.000000,166,478282.414479,6771461.928086,398.036380,
792949,230.000000,146.900000,-90.000000,166,478277.019477,6771470.347818,398.036380,
792949,240.000000,147.800000,-90.000000,166,478271.668585,6771478.795760,398.036380,
792949,250.000000,147.500000,-90.000000,166,478266.273534,6771487.215570,398.036380,
792949,260.000000,147.200000,-90.000000,166,478260.885837,6771495.640077,398.036380,
792949,270.000000,147.600000,-90.000000,166,478255.417665,6771504.012256,398.036380,
792949,280.000000,146.100000,-90.000000,166,478254.328432,6771505.689528,398.036380,
792950,0.000000,136.500000,-58.940000,196,478513.673108,6771154.015108,369.148000,
792950,0.000000,136.500000,-58.940000,196,478507.239835,6771161.028296,366.503032,
792950,10.000000,138.300000,-90.000000,196,478503.913683,6771164.761487,366.503032,
792950,15.000000,138.300000,-90.000000,196,478500.613702,6771168.517777,366.503032,
792950,20.000000,139.100000,-90.000000,196,478497.349907,6771172.305598,366.503032,
792950,25.000000,139.400000,-90.000000,196,478494.053248,6771176.064716,366.503032,
792950,30.000000,138.100000,-90.000000,196,478492.709813,6771177.546319,366.503032,
792951,0.000000,137.600000,-59.630000,203,478513.610585,6771187.253599,362.270000,
792951,0.000000,137.600000,-59.630000,203,478507.198740,6771194.315226,359.681186,
792951,10.000000,137.900000,-90.000000,203,478500.566108,6771201.798883,359.681186,
792951,20.000000,139.000000,-90.000000,203,478494.038531,6771209.374508,359.681186,
792951,30.000000,139.500000,-90.000000,203,478487.557335,6771216.989888,359.681186,
792951,40.000000,139.700000,-90.000000,203,478481.116112,6771224.639086,359.681186,
792951,50.000000,140.100000,-90.000000,203,478474.735171,6771232.338629,359.681186,
792951,60.000000,140.600000,-90.000000,203,478468.394612,6771240.071499,359.681186,
792951,70.000000,140.700000,-90.000000,203,478462.087867,6771247.831948,359.681186,
792951,80.000000,141.100000,-90.000000,203,478455.821832,6771255.625323,359.681186,
792951,90.000000,141.300000,-90.000000,203,478449.610383,6771263.462222,359.681186,
792951,100.000000,141.900000,-90.000000,203,478443.467543,6771271.353047,359.681186,
792951,110.000000,142.300000,-90.000000,203,478437.338476,6771279.254593,359.681186,
792951,120.000000,142.100000,-90.000000,203,478431.202513,6771287.150791,359.681186,
792951,130.000000,142.200000,-90.000000,203,478425.087246,6771295.063022,359.681186,
792951,140.000000,142.400000,-90.000000,203,478419.041304,6771303.028256,359.681186,
792951,150.000000,143.200000,-90.000000,203,478413.093103,6771311.066788,359.681186,
792951,160.000000,143.800000,-90.000000,203,478407.201142,6771319.146683,359.681186,
792951,170.000000,144.000000,-90.000000,203,478401.309182,6771327.226578,359.681186,
792951,180.000000,143.800000,-90.000000,203,478395.438410,6771335.321848,359.681186,
792951,190.000000,144.300000,-90.000000,203,478393.109919,6771338.574250,359.681186,
792952,0.000000,254.420000,-89.580000,224,478414.628502,6772117.747495,362.327000,
792952,0.000000,254.420000,-89.580000,224,478433.646052,6772123.919345,362.253654,
792952,20.000000,249.620000,-90.000000,224,478451.874943,6772132.111733,362.253654,
792952,40.000000,241.980000,-90.000000,224,478469.618119,6772141.340376,362.253654,
792952,60.000000,243.060000,-90.000000,224,478488.840701,6772146.245510,362.253654,
792952,80.000000,268.310000,-90.000000,224,478508.718915,6772144.502896,362.253654,
792952,100.000000,281.710000,-90.000000,224,478527.515679,6772137.852150,362.253654,
792957,0.000000,270.000000,-90.000000,231,478512.026848,6772029.294889,383.160000,
827751,0.000000,32.000000,-60.000000,232,496693.793636,6773323.156560,376.170000,
827751,0.000000,32.000000,-60.000000,232,496688.657830,6773315.106095,373.611213,
827751,10.000000,33.000000,-90.000000,232,496683.211440,6773306.719389,373.611213,
827751,20.000000,33.000000,-90.000000,232,496677.838512,6773298.285582,373.611213,
827751,30.000000,32.000000,-90.000000,232,496672.465584,6773289.851774,373.611213,
827751,40.000000,33.000000,-90.000000,232,496666.946284,6773281.513022,373.611213,
827751,50.000000,34.000000,-90.000000,232,496664.767839,6773278.158510,373.611213,
827751,54.000000,32.000000,-90.000000,232,496661.500170,6773273.126742,373.611213,
827751,60.000000,34.000000,-90.000000,232,496655.908241,6773264.836366,373.611213,
827751,70.000000,34.000000,-90.000000,232,496650.244251,6773256.595209,373.611213,
827751,80.000000,35.000000,-90.000000,232,496644.437295,6773248.454157,373.611213,
827751,90.000000,36.000000,-90.000000,232,496638.489143,6773240.415691,373.611213,
827751,100.000000,37.000000,-90.000000,232,496630.063732,6773229.234794,373.611213,
831902,12.000000,236.400000,-77.000000,245,497569.251093,6771982.764861,407.513000,
831902,12.000000,236.400000,-77.000000,245,497583.228568,6771993.355944,403.504939,
831902,30.000000,229.300000,-77.300000,245,497596.818145,6772004.478776,399.562286,
831902,48.000000,232.100000,-77.400000,245,497610.793163,6772015.144010,395.696945,
831902,66.000000,233.200000,-77.800000,245,497625.076139,6772025.426132,391.923409,
831902,84.000000,235.300000,-78.000000,245,497640.112337,6772034.602977,388.269379,
831903,11.000000,240.300000,-85.600000,251,497763.689327,6772093.598991,423.850000,
831903,11.000000,240.300000,-85.600000,251,497778.831052,6772103.226966,422.515029,
831903,29.000000,234.800000,-85.900000,251,497793.297924,6772113.853885,421.196581,
831903,47.000000,232.600000,-85.700000,251,497807.834971,6772124.376991,419.830991,
831903,65.000000,235.600000,-85.600000,251,497821.829763,6772135.589160,418.478849,
872745,0.000000,0.000000,-60.000000,256,492606.956697,6777498.177975,439.370000,
872751,0.000000,0.000000,-60.000000,257,491925.330790,6778472.701554,1000.000000,
872814,0.000000,120.000000,-60.000000,258,492121.616942,6775979.978978,1000.000000,
872815,0.000000,120.000000,-60.000000,259,492024.322029,6776024.229149,1000.000000,
872817,0.000000,120.000000,-60.000000,260,492024.654110,6775547.815338,1000.000000,
872818,0.000000,120.000000,-60.000000,261,491051.651963,6776056.748050,1000.000000,
872842,0.000000,90.000000,-60.000000,262,491733.881993,6774151.603141,1000.000000,
872843,0.000000,90.000000,-60.000000,263,491636.633508,6774151.532428,1000.000000,
931212,0.000000,89.200000,-60.580000,264,514356.707640,6745604.374344,1000.000000,
931212,0.000000,89.200000,-60.580000,264,514347.141718,6745604.392474,997.488363,
931212,10.000000,90.900000,-90.000000,264,514337.145328,6745604.654239,997.488363,
931212,20.000000,92.100000,-90.000000,264,514327.157515,6745605.142724,997.488363,
931212,30.000000,93.500000,-90.000000,264,514317.180753,6745605.822872,997.488363,
931212,40.000000,94.300000,-90.000000,264,514307.210910,6745606.598762,997.488363,
931212,50.000000,94.600000,-90.000000,264,514297.244541,6745607.418146,997.488363,
931212,60.000000,94.800000,-90.000000,264,514287.278888,6745608.246228,997.488363,
931212,70.000000,94.700000,-90.000000,264,514277.316216,6745609.109089,997.488363,
931212,80.000000,95.200000,-90.000000,264,514267.357372,6745610.015415,997.488363,
931212,90.000000,95.200000,-90.000000,264,514257.397742,6745610.913050,997.488363,
931212,100.000000,95.100000,-90.000000,264,514247.439704,6745611.828065,997.488363,
931212,110.000000,95.400000,-90.000000,264,514237.484084,6745612.769148,997.488363,
931212,120.000000,95.400000,-90.000000,264,514217.577863,6745614.703433,997.488363,
931212,140.000000,95.700000,-90.000000,264,514197.700993,6745616.915419,997.488363,
931212,160.000000,97.000000,-90.000000,264,514177.843780,6745619.300825,997.488363,
931212,180.000000,96.700000,-90.000000,264,514158.013179,6745621.893970,997.488363,
931212,200.000000,98.200000,-90.000000,264,514138.227772,6745624.815624,997.488363,
931212,220.000000,98.600000,-90.000000,264,514127.348603,6745626.441527,997.488363,
931213,0.000000,91.000000,-60.170000,283,514550.717432,6745604.126524,340.915000,
931213,0.000000,91.000000,-60.170000,283,514541.165700,6745604.346833,338.370091,
931213,10.000000,91.600000,-90.000000,283,514532.172174,6745604.684470,338.370091,
931214,0.000000,90.300000,-59.930000,286,513969.672792,6746402.609146,339.331000,
931214,0.000000,90.300000,-59.930000,286,513960.127648,6746402.793108,336.766441,
931214,10.000000,91.800000,-90.000000,286,513950.136602,6746403.211857,336.766441,
931214,20.000000,93.000000,-90.000000,286,513940.153752,6746403.796205,336.766441,
931214,30.000000,93.700000,-90.000000,286,513931.175160,6746404.416176,336.766441,
931215,0.000000,89.400000,-60.070000,291,514648.754909,6746401.750637,331.210000,
931215,0.000000,89.400000,-60.070000,291,514639.204163,6746401.641687,328.656970,
931215,10.000000,89.300000,-90.000000,291,514629.204717,6746401.536969,328.656970,
931215,20.000000,89.500000,-90.000000,291,514619.204874,6746401.545695,328.656970,
931215,30.000000,90.600000,-90.000000,291,514609.205138,6746401.615508,328.656970,
931215,40.000000,90.200000,-90.000000,291,514602.205205,6746401.646051,328.656970,
931216,0.000000,89.400000,-60.620000,297,514355.695351,6744806.624268,315.535000,
931216,0.000000,89.400000,-60.620000,297,514346.128990,6744806.479469,313.026786,
931216,10.000000,88.900000,-90.000000,297,514336.129604,6744806.383478,313.026786,
931216,20.000000,90.000000,-90.000000,297,514326.129610,6744806.392205,313.026786,
931216,30.000000,90.100000,-90.000000,297,514316.130407,6744806.505647,313.026786,
931216,40.000000,91.200000,-90.000000,297,514306.131686,6744806.662720,313.026786,
931216,50.000000,90.600000,-90.000000,297,514296.132818,6744806.811067,313.026786,
931216,60.000000,91.100000,-90.000000,297,514286.135626,6744807.046664,313.026786,
931216,70.000000,91.600000,-90.000000,297,514276.139773,6744807.334603,313.026786,
931216,80.000000,91.700000,-90.000000,297,514266.142611,6744807.570199,313.026786,
931216,90.000000,91.000000,-90.000000,297,514256.142992,6744807.613831,313.026786,
931216,100.000000,89.500000,-90.000000,297,514246.145891,6744807.386965,313.026786,
931216,110.000000,87.900000,-90.000000,297,514236.155094,6744806.959493,313.026786,
931216,120.000000,87.200000,-90.000000,297,514226.171802,6744806.383860,313.026786,
931216,130.000000,86.200000,-90.000000,297,514216.184628,6744805.886669,313.026786,
931216,140.000000,88.100000,-90.000000,297,514206.204578,6744805.276263,313.026786,
931217,0.000000,92.500000,-60.340000,313,513970.643608,6747189.277592,361.603000,
931217,0.000000,92.500000,-60.340000,313,513961.094606,6747189.721317,359.071958,
931218,0.000000,93.500000,-59.690000,315,514645.613436,6743975.260594,323.052000,
931218,0.000000,93.500000,-59.690000,315,514636.094637,6743975.896505,320.468044,
931218,10.000000,94.100000,-90.000000,315,514626.124845,6743976.672391,320.468044,
931218,20.000000,94.800000,-90.000000,315,514616.162918,6743977.543947,320.468044,
931218,30.000000,95.200000,-90.000000,315,514606.195986,6743978.354622,320.468044,
931218,40.000000,94.100000,-90.000000,315,514596.259892,6743979.460354,320.468044,
931218,50.000000,98.600000,-90.000000,315,514586.307515,6743980.374849,320.468044,
931218,60.000000,91.900000,-90.000000,315,514581.309985,6743980.531903,320.468044,
931219,0.000000,90.000000,-60.000000,323,514839.580770,6743963.927823,365.334000,
931220,0.000000,87.500000,-60.580000,324,514644.608861,6743199.668487,368.845000,
931220,0.000000,87.500000,-60.580000,324,514625.490798,6743198.923095,363.822043,
931220,20.000000,88.000000,-90.000000,324,514605.508504,6743198.085589,363.822043,
931220,40.000000,87.200000,-90.000000,324,514585.535030,6743197.056300,363.822043,
931220,60.000000,86.900000,-90.000000,324,514565.567219,6743195.922446,363.822043,
931220,80.000000,86.600000,-90.000000,324,514545.600393,6743194.771166,363.822043,
931220,100.000000,86.800000,-90.000000,324,514525.631578,6743193.654736,363.822043,
931220,120.000000,86.800000,-90.000000,324,514505.663747,6743192.520880,363.822043,
931220,140.000000,86.700000,-90.000000,324,514485.688690,6743191.526463,363.822043,
931220,160.000000,87.600000,-90.000000,324,514465.701036,6743190.828479,363.822043,
931220,180.000000,88.400000,-90.000000,324,514445.705270,6743190.427084,363.822043,
931220,200.000000,89.300000,-90.000000,324,514425.705666,6743190.392178,363.822043,
1146526,0.000000,87.000000,-60.000000,336,nan,nan,nan,
1146526,0.000000,87.000000,-60.000000,336,nan,nan,nan,
1146526,50.000000,87.000000,-90.000000,336,nan,nan,nan,
1146526,100.000000,87.000000,-90.000000,336,nan,nan,nan,
1146526,174.000000,87.000000,-90.000000,336,nan,nan,nan,
1146526,202.000000,87.000000,-90.000000,336,nan,nan,nan,
1146526,252.000000,87.000000,-90.000000,336,nan,nan,nan,
1146526,302.000000,75.000000,-90.000000,336,nan,nan,nan,
1146526,372.700000,82.500000,-90.000000,336,nan,nan,nan,
1146526,455.900000,85.500000,-90.000000,336,nan,nan,nan,
1146526,524.900000,86.000000,-90.000000,336,nan,nan,nan,
1146528,0.000000,87.000000,-58.000000,347,494832.946487,6802859.630950,356.255000,
1146528,0.000000,87.000000,-58.000000,347,494781.780598,6802856.949460,341.563283,
1146528,54.000000,87.000000,-90.000000,347,494733.846380,6802854.437334,341.563283,
1146528,102.000000,87.000000,-90.000000,347,494685.912162,6802851.925208,341.563283,
