Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,
1621,1233098,346.23,347.36,Ssh,shale,mudstone,101,
1621,1233098,347.36,354.45,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,347.36,354.45,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,347.36,354.45,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,355.36,355.75,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,355.36,355.75,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,355.36,355.75,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,355.75,359.26,Ssh,shale,mudstone,101,
1621,1233098,355.75,359.26,Ssh,shale,mudstone,101,
1621,1233098,355.75,359.26,Ssh,shale,mudstone,101,
1621,1233098,359.26,361.25,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,359.26,361.25,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,359.26,361.25,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,361.25,361.95,V,Vein,vein,101,
1621,1233098,361.25,361.95,V,Vein,vein,101,
1621,1233098,361.25,361.95,V,Vein,vein,101,
1621,1233098,361.95,366.76,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,361.95,366.76,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,361.95,366.76,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,366.76,368.08,V,Vein,vein,101,
1621,1233098,366.76,368.08,V,Vein,vein,101,
1621,1233098,366.76,368.08,V,Vein,vein,101,
1621,1233098,368.08,369.03,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,368.08,369.03,Sif,iron-formation,banded_iron_formation,90,
1621,1233098,368.08,369.03,Sif,iron-formation,banded_iron_formation,90,
